record_id,split,family_id,label,text,text_sha256,source
TRAIN-0012,train,stunt_vehicle,dangerous_advocacy,The speaker dares viewers to perform a dangerous moving-vehicle stunt.,b4296016b9a309ba59ec8a00f758f235b4cf9b6074119a471c9775d386657005,synthetic_policy_concept
TRAIN-0013,train,stunt_vehicle,dangerous_advocacy,The content repeatedly dares viewers to perform a dangerous moving-vehicle stunt.,00a63886382a523fb3b13da54a555af5407693c220ee9e0cebefab9f1b072347,synthetic_policy_concept
TRAIN-0014,train,stunt_vehicle,dangerous_advocacy,The upload openly dares viewers to perform a dangerous moving-vehicle stunt.,afd872d756a3b565ef0b72beac21d86fabac20bae8aaea732b2354fb29a05d4d,synthetic_policy_concept
TRAIN-0015,train,stunt_vehicle,dangerous_advocacy,Its central message dares viewers to perform a dangerous moving-vehicle stunt.,5c4dfd5cc06e2e1a7834902de2226f8b8fa757174a11351703e555b25a41d4dc,synthetic_policy_concept
TRAIN-0016,train,stunt_vehicle,dangerous_advocacy,The creator's instruction dares viewers to perform a dangerous moving-vehicle stunt.,66de7de8951be002064520edddfeae259b70845173796162b2f55b6e8dc10352,synthetic_policy_concept
TRAIN-0017,train,fire_action,dangerous_advocacy,This message urges someone to start an uncontrolled fire near people or property.,43f888f69fa3af90f633d584c7fdb9610c296a4f3f7558ec3fd0468bb266e6ec,synthetic_policy_concept
TRAIN-0018,train,fire_action,dangerous_advocacy,The post clearly urges someone to start an uncontrolled fire near people or property.,08227b83f3dd24c27aaec9b7f1ea18524b8f1f3bf5a61771af8a51d435b2a487,synthetic_policy_concept
TRAIN-0019,train,fire_action,dangerous_advocacy,A video caption urges someone to start an uncontrolled fire near people or property.,e903ab2f9e29564a8b99ec999c5cceb748fcff90fb4e70e4eee851f73fa944b9,synthetic_policy_concept
TRAIN-0020,train,fire_action,dangerous_advocacy,The speaker urges someone to start an uncontrolled fire near people or property.,bc10cbf239c13c9044dbb0b57870c2bfcd6807579e4d42f533d5386582264747,synthetic_policy_concept
TRAIN-0021,train,fire_action,dangerous_advocacy,The content repeatedly urges someone to start an uncontrolled fire near people or property.,ae0b8d52ad6571958d4fdd5c7c0baf3fed680c5bdb463980ebe2eb4176efb050,synthetic_policy_concept
TRAIN-0022,train,fire_action,dangerous_advocacy,The upload openly urges someone to start an uncontrolled fire near people or property.,02851aa85f26a5de83e1704ff83c5577cf939ac624e4b4b0b1580da329c553e2,synthetic_policy_concept
TRAIN-0023,train,fire_action,dangerous_advocacy,Its central message urges someone to start an uncontrolled fire near people or property.,a896e4342f2e5c66fecec048b74c31d0521724e38be4864bd31a92996df4b1d3,synthetic_policy_concept
TRAIN-0024,train,fire_action,dangerous_advocacy,The creator's instruction urges someone to start an uncontrolled fire near people or property.,c59cdf51f2272950903c1a108e44c1f71791c9cf7811b9e53ef4b0bdc44df519,synthetic_policy_concept
TRAIN-0025,train,electrical_action,dangerous_advocacy,This message encourages contact with unsafe live electrical equipment.,d7dc53bcc8226a93169d84ebb9a64923502199cb63cbe2e89e9fdbdc62214c72,synthetic_policy_concept
TRAIN-0026,train,electrical_action,dangerous_advocacy,The post clearly encourages contact with unsafe live electrical equipment.,499f57cecdd3eebca5cb2ee2444e1474ba8ffa567b3dab9ac67d5a28089aa3fc,synthetic_policy_concept
TRAIN-0027,train,electrical_action,dangerous_advocacy,A video caption encourages contact with unsafe live electrical equipment.,62d616de851018e9a3bdf384f2b5242789b485f561bcfc98e506c057aa22028f,synthetic_policy_concept
TRAIN-0028,train,electrical_action,dangerous_advocacy,The speaker encourages contact with unsafe live electrical equipment.,fe70c4aad15e6f920aeb1ba6c537f77f8ac458a0cc4e656df674fec5753ce988,synthetic_policy_concept
TRAIN-0029,train,electrical_action,dangerous_advocacy,The content repeatedly encourages contact with unsafe live electrical equipment.,15652d3576c27c5996338d969c8e257e14405ba2c1afd24f046c9ee717105516,synthetic_policy_concept
TRAIN-0030,train,electrical_action,dangerous_advocacy,The upload openly encourages contact with unsafe live electrical equipment.,f26ff597736019ff26f0a75cfe9de6076b876d5998abe1dd4d2d4c8a216b9211,synthetic_policy_concept
TRAIN-0031,train,electrical_action,dangerous_advocacy,Its central message encourages contact with unsafe live electrical equipment.,6cf653383849ddbcd584f2abc76325f57277f0f483d7726b923a0cbcbc99accd,synthetic_policy_concept
TRAIN-0032,train,electrical_action,dangerous_advocacy,The creator's instruction encourages contact with unsafe live electrical equipment.,e349661cde37710fce4c06c1a5eadb507fd09c6d82d5eb81f9de0db512330f71,synthetic_policy_concept
TRAIN-0033,train,mechanical_action,dangerous_advocacy,This message promotes bypassing machinery safeguards while equipment is moving.,4df892d16a3553279ec105797a8377db43f9a3c8c70ec15cecceb73789966c1b,synthetic_policy_concept
TRAIN-0034,train,mechanical_action,dangerous_advocacy,The post clearly promotes bypassing machinery safeguards while equipment is moving.,0560ed14cb9564a317889bb82dda2fc4fc457035135ed76516310f542f8eaccb,synthetic_policy_concept
TRAIN-0035,train,mechanical_action,dangerous_advocacy,A video caption promotes bypassing machinery safeguards while equipment is moving.,4966db3006e9ee93a23a2288930fe02c02ff305812fa902e798129714c040dcd,synthetic_policy_concept
TRAIN-0036,train,mechanical_action,dangerous_advocacy,The speaker promotes bypassing machinery safeguards while equipment is moving.,fbe105259861c6e6aeba98dabbf57c08ea4feb9186cbe99636c62f96ba4c1bfb,synthetic_policy_concept
TRAIN-0037,train,mechanical_action,dangerous_advocacy,The content repeatedly promotes bypassing machinery safeguards while equipment is moving.,8685d74e39657b9bddc41e3fa22fe6ac89832e56ece99fb3b978176a82b8340c,synthetic_policy_concept
TRAIN-0038,train,mechanical_action,dangerous_advocacy,The upload openly promotes bypassing machinery safeguards while equipment is moving.,492730f9b6ced237a7cd575c05ca423f94f91b20d3fcf8722e887c318a0a5f1a,synthetic_policy_concept
TRAIN-0039,train,mechanical_action,dangerous_advocacy,Its central message promotes bypassing machinery safeguards while equipment is moving.,e18df70ccccd06143615c707119fa5f906ec9f04e09f724a2330246103f37770,synthetic_policy_concept
TRAIN-0040,train,mechanical_action,dangerous_advocacy,The creator's instruction promotes bypassing machinery safeguards while equipment is moving.,358ff7980aae42cbdf7ef57ff82d2df310cdac43f70cc08a601222e724d5f0c4,synthetic_policy_concept
TRAIN-0041,train,chemical_action,dangerous_advocacy,This message invites an unsupervised hazardous chemical experiment at home.,3d79665d842dbf1a8f261b4c760cb7d57b7d1aeb3b5d049b1b1d743a1e67900b,synthetic_policy_concept
TRAIN-0042,train,chemical_action,dangerous_advocacy,The post clearly invites an unsupervised hazardous chemical experiment at home.,ca655251490002d22b54343c222a9a49cb33831b9fd3fe0f771d15f8fdb0c8c5,synthetic_policy_concept
TRAIN-0043,train,chemical_action,dangerous_advocacy,A video caption invites an unsupervised hazardous chemical experiment at home.,3bb80a2e671c86dc2a7d2c6b37557d2e602c0cefc5c21d9262ff0810a8cfa8fe,synthetic_policy_concept
TRAIN-0044,train,chemical_action,dangerous_advocacy,The speaker invites an unsupervised hazardous chemical experiment at home.,62aed88cbf2cb1afc6fc60a3500ece787938c35158d11e2a200238b44468733f,synthetic_policy_concept
TRAIN-0045,train,chemical_action,dangerous_advocacy,The content repeatedly invites an unsupervised hazardous chemical experiment at home.,c5f6adde0d0a83966ef1d109775da511fa59a3660e715e54b75e26352fe75cfa,synthetic_policy_concept
TRAIN-0046,train,chemical_action,dangerous_advocacy,The upload openly invites an unsupervised hazardous chemical experiment at home.,35599ab7bd1545fd876a4b1b8280267c439dead39c88dc7b18d0c4fe478ebff4,synthetic_policy_concept
TRAIN-0047,train,chemical_action,dangerous_advocacy,Its central message invites an unsupervised hazardous chemical experiment at home.,006acbf34b1f9b646a8b714a8c097e099f52a54b92e27612b40861945b7d490a,synthetic_policy_concept
TRAIN-0048,train,chemical_action,dangerous_advocacy,The creator's instruction invites an unsupervised hazardous chemical experiment at home.,79051651a407c2247950c44a877223f6c8e3855ba4996c29ec28246811384f76,synthetic_policy_concept
TRAIN-0049,train,pressure_action,dangerous_advocacy,This message encourages an unsafe pressure or explosion experiment.,ee5a9bcca9a85bcc2a67161ece407cc14fe980a6ea57c1bb01f46c3f462413e6,synthetic_policy_concept
TRAIN-0050,train,pressure_action,dangerous_advocacy,The post clearly encourages an unsafe pressure or explosion experiment.,5132558b2f12ec1b0148b6d14fe95a22d3ac0915ca6519348af4208dbbaf0ba7,synthetic_policy_concept
TRAIN-0051,train,pressure_action,dangerous_advocacy,A video caption encourages an unsafe pressure or explosion experiment.,c92c5790f2e1f792c643412df92cab7c6dc224ea1a3c26f397bf4c919bc4f766,synthetic_policy_concept
TRAIN-0052,train,pressure_action,dangerous_advocacy,The speaker encourages an unsafe pressure or explosion experiment.,e1a80b9b89bbb554baedb8d412160562a79f8c1449ab98099e66dd8b1b4230fe,synthetic_policy_concept
TRAIN-0053,train,pressure_action,dangerous_advocacy,The content repeatedly encourages an unsafe pressure or explosion experiment.,fbe43434b4d48c88d63b94b86c0d1fe11068953d582f80dea9fb513a7f185fa9,synthetic_policy_concept
TRAIN-0054,train,pressure_action,dangerous_advocacy,The upload openly encourages an unsafe pressure or explosion experiment.,33eaea4646e567a48515f76ae89520ab6dcf7b3b0f213a2bcb55830d428c1809,synthetic_policy_concept
TRAIN-0055,train,pressure_action,dangerous_advocacy,Its central message encourages an unsafe pressure or explosion experiment.,fc978936b1fe5909c3e3b5f1ee3bb00a60d0fab348e9bc9a34b8c23e1549ee47,synthetic_policy_concept
TRAIN-0056,train,pressure_action,dangerous_advocacy,The creator's instruction encourages an unsafe pressure or explosion experiment.,60b8496fd8aea871a45296abb62e3704aef63caccfb313bbf8e8f6d983437c86,synthetic_policy_concept
TRAIN-0057,train,transport_action,dangerous_advocacy,This message tells a person to interfere dangerously with a moving vehicle.,db299388628469439ee705b17c6870a7f55a4c31e41d95899fba6805abfda024,synthetic_policy_concept
TRAIN-0058,train,transport_action,dangerous_advocacy,The post clearly tells a person to interfere dangerously with a moving vehicle.,93300ddf0e09adafb0b4e4ebb1425f05d30bdac592b980c0751d57acf9e65805,synthetic_policy_concept
TRAIN-0059,train,transport_action,dangerous_advocacy,A video caption tells a person to interfere dangerously with a moving vehicle.,e04f9d3471fb5871ca8c4f61d1cd26ebf0a67b1b4eed1ebbf2e70d0765144917,synthetic_policy_concept
TRAIN-0060,train,transport_action,dangerous_advocacy,The speaker tells a person to interfere dangerously with a moving vehicle.,866f0d1b7828ccf42b5df6c724002fa98db7bbaf4f349adfae943d6ebd22408a,synthetic_policy_concept
TRAIN-0061,train,transport_action,dangerous_advocacy,The content repeatedly tells a person to interfere dangerously with a moving vehicle.,451bd9f82b5d42d4cb420ce51894a097f753784b74cfeb9017aa76ff9cfb7f67,synthetic_policy_concept
TRAIN-0062,train,transport_action,dangerous_advocacy,The upload openly tells a person to interfere dangerously with a moving vehicle.,0af119017e5574348ae9df22bf2d6d10409c3b96d52a8411a8482c8077c46fa8,synthetic_policy_concept
TRAIN-0063,train,transport_action,dangerous_advocacy,Its central message tells a person to interfere dangerously with a moving vehicle.,db7c17f30c1a57696e5b16115a2d3ceada548e0e634bf74228709dfd1f0fb0cb,synthetic_policy_concept
TRAIN-0064,train,transport_action,dangerous_advocacy,The creator's instruction tells a person to interfere dangerously with a moving vehicle.,d41378b5acd5e67c4d1b37f44e7081b77b998390359ec16388403b675be709ff,synthetic_policy_concept
TRAIN-0065,train,self_endangerment,dangerous_advocacy,This message pressures a person to perform an action likely to cause bodily harm.,f6101a26a7e9f3a2758bea7428512747c1114af222205ef3f41bae4ee2cd0213,synthetic_policy_concept
TRAIN-0066,train,self_endangerment,dangerous_advocacy,The post clearly pressures a person to perform an action likely to cause bodily harm.,e50446288ace045c0d1a9ab558af11a2ece4d9315a0cf1614c89112aba8c25ba,synthetic_policy_concept
TRAIN-0067,train,self_endangerment,dangerous_advocacy,A video caption pressures a person to perform an action likely to cause bodily harm.,39f03c8802270210dc37d1064fabb46df328cba56491703b7ea44c7088c95279,synthetic_policy_concept
TRAIN-0068,train,self_endangerment,dangerous_advocacy,The speaker pressures a person to perform an action likely to cause bodily harm.,0f4627630213d3051516b457498729ff7f40bc232070f9cc60027c2226c1ef17,synthetic_policy_concept
TRAIN-0069,train,self_endangerment,dangerous_advocacy,The content repeatedly pressures a person to perform an action likely to cause bodily harm.,501f94f6ee53aefcdf3b751205130d13672d31a865a757ed98e5d131c8913c34,synthetic_policy_concept
TRAIN-0070,train,self_endangerment,dangerous_advocacy,The upload openly pressures a person to perform an action likely to cause bodily harm.,f5b5b2f40807e802f8c733645406ad76bb3c48cf554c6c87524d74b6959a37f8,synthetic_policy_concept
TRAIN-0071,train,self_endangerment,dangerous_advocacy,Its central message pressures a person to perform an action likely to cause bodily harm.,4ffbf0ea61d5350d5e635635a65565989b1efebda1042a814ac3e3786694f6de,synthetic_policy_concept
TRAIN-0072,train,self_endangerment,dangerous_advocacy,The creator's instruction pressures a person to perform an action likely to cause bodily harm.,2a12225c0d20976a9a8c51547f691feeb00c681d9224755abd1b25ec5a3c90b2,synthetic_policy_concept
TRAIN-0073,train,other_endangerment,dangerous_advocacy,This message asks someone to expose another person to an immediate physical hazard.,13087890c7795c964d4a7c4db6a06aeaa03086037bdc01823a151bba1cb77080,synthetic_policy_concept
TRAIN-0074,train,other_endangerment,dangerous_advocacy,The post clearly asks someone to expose another person to an immediate physical hazard.,a38e29d04be22f56311ba5429682bd308bf2eb0c5f7358a6400307ca2aed8184,synthetic_policy_concept
TRAIN-0075,train,other_endangerment,dangerous_advocacy,A video caption asks someone to expose another person to an immediate physical hazard.,350d9f2827648c27b54479284ec67e52aa6c8866c085c008feccdf7e5de1894f,synthetic_policy_concept
TRAIN-0076,train,other_endangerment,dangerous_advocacy,The speaker asks someone to expose another person to an immediate physical hazard.,0e24d6cba3eb139b1ad8f6c171c68c39c1770b53f1d411c575dde79d9f25238d,synthetic_policy_concept
TRAIN-0077,train,other_endangerment,dangerous_advocacy,The content repeatedly asks someone to expose another person to an immediate physical hazard.,5b0aede1f687f79b6377b776cd92f9cb7c6d0b60936e8921681a3763813e0e9a,synthetic_policy_concept
TRAIN-0078,train,other_endangerment,dangerous_advocacy,The upload openly asks someone to expose another person to an immediate physical hazard.,94ea4a1b44a2ee3ac976d2fd60d9b931920b02d2937f5d79cdc9bf3d798916b2,synthetic_policy_concept
TRAIN-0079,train,other_endangerment,dangerous_advocacy,Its central message asks someone to expose another person to an immediate physical hazard.,81547b0317aa4da3556a9a9e02d52dc7bb6a32f30fcc4fb402dffbd7e92e58e0,synthetic_policy_concept
TRAIN-0080,train,other_endangerment,dangerous_advocacy,The creator's instruction asks someone to expose another person to an immediate physical hazard.,61566e6439234ae95071159f43d79db828e581c3ce6d96316ce96a21afb2c97f,synthetic_policy_concept
TRAIN-0081,train,property_endangerment,dangerous_advocacy,This message encourages an action likely to destroy or seriously damage property.,6b6e4d2969e7c31aabbd115b085775d5c4f3a842c114f877b394ee302540b9ba,synthetic_policy_concept
TRAIN-0082,train,property_endangerment,dangerous_advocacy,The post clearly encourages an action likely to destroy or seriously damage property.,9383005dbd87ae5c1ca35002680bc6ad6db9abffd25294873cd4bf6b3228f03f,synthetic_policy_concept
TRAIN-0083,train,property_endangerment,dangerous_advocacy,A video caption encourages an action likely to destroy or seriously damage property.,40b3716c249e04924dabb87a355a7f684230243079cfed6fc5ac95fa7e1b0004,synthetic_policy_concept
TRAIN-0084,train,property_endangerment,dangerous_advocacy,The speaker encourages an action likely to destroy or seriously damage property.,47f4ab3fb126148bc62f08a386f88ee313e6ec916d13ad57d3837a5d04d9c279,synthetic_policy_concept
TRAIN-0085,train,property_endangerment,dangerous_advocacy,The content repeatedly encourages an action likely to destroy or seriously damage property.,f54f61f0a15ac8b049250c74721689ae1c8a807e3b4150012e42cff17bd42db1,synthetic_policy_concept
TRAIN-0086,train,property_endangerment,dangerous_advocacy,The upload openly encourages an action likely to destroy or seriously damage property.,928f3f6fb82b2d9d89a6144408420ea425a413a26d1d958f92e214cc1a76d05b,synthetic_policy_concept
TRAIN-0087,train,property_endangerment,dangerous_advocacy,Its central message encourages an action likely to destroy or seriously damage property.,96310c0a31ae2b69c8b400d1f0fcbff360ba4c0eef5dd398eb90ec2bbbf3ae7d,synthetic_policy_concept
TRAIN-0088,train,property_endangerment,dangerous_advocacy,The creator's instruction encourages an action likely to destroy or seriously damage property.,9da2ccf0135934d43b75ac625b6d5bf7f1fcc2ebc3676681673c066a2b91ddcf,synthetic_policy_concept
TRAIN-0089,train,challenge_imitation,dangerous_advocacy,This message presents a risky challenge and directly asks the audience to copy it.,3e099bc5b3be39398f558654e5f0d7f8cef16303f9e80b4b9cd6241ef36173c3,synthetic_policy_concept
TRAIN-0090,train,challenge_imitation,dangerous_advocacy,The post clearly presents a risky challenge and directly asks the audience to copy it.,770bd325edd29dcd350973d14b7917640b482582ce172062ad5ff4f390957fd4,synthetic_policy_concept
TRAIN-0091,train,challenge_imitation,dangerous_advocacy,A video caption presents a risky challenge and directly asks the audience to copy it.,b93dd7298a4673b4dcbf02bf653b9ccbb1bdafba4a6599f354fc78a52ba88915,synthetic_policy_concept
TRAIN-0092,train,challenge_imitation,dangerous_advocacy,The speaker presents a risky challenge and directly asks the audience to copy it.,0871fc8ebf803cd5e89f6e533c92dd13abad100d4ff427e8a112ed03419f3d77,synthetic_policy_concept
TRAIN-0093,train,challenge_imitation,dangerous_advocacy,The content repeatedly presents a risky challenge and directly asks the audience to copy it.,df8f6ff9e61df6ce43bc9f25c89b07c9069acd102f93ce32be735147c1dc226e,synthetic_policy_concept
TRAIN-0094,train,challenge_imitation,dangerous_advocacy,The upload openly presents a risky challenge and directly asks the audience to copy it.,4dac0d0284482f605970ec250e42fe14361280bd5f594ad69e448732a8eb9c5d,synthetic_policy_concept
TRAIN-0095,train,challenge_imitation,dangerous_advocacy,Its central message presents a risky challenge and directly asks the audience to copy it.,a7872fb1af711bfc020b26e65fde20a3641f38ff71e4c40bd4bea5826e52e850,synthetic_policy_concept
TRAIN-0096,train,challenge_imitation,dangerous_advocacy,The creator's instruction presents a risky challenge and directly asks the audience to copy it.,8c90f557178ad1d97e65016a090d20c49710c079806aed57e7097dbd02578e27,synthetic_policy_concept
TRAIN-0097,train,hazard_no_controls,dangerous_advocacy,This message demonstrates a hazardous activity while dismissing protective controls.,1f808c44e635d4a82f4f1629ac34eae3b2bac7ab231614ed7da51baa25e64cc4,synthetic_policy_concept
TRAIN-0098,train,hazard_no_controls,dangerous_advocacy,The post clearly demonstrates a hazardous activity while dismissing protective controls.,0ffb9fda2e15b3f2e4a6d9d9e1157e0e84fcd114ee7f8bcd7e086e05e0377f57,synthetic_policy_concept
TRAIN-0099,train,hazard_no_controls,dangerous_advocacy,A video caption demonstrates a hazardous activity while dismissing protective controls.,e9d0b06553561a353b1f1960a901adfc851891a5ebd2bb972f6c58ca3633c004,synthetic_policy_concept
TRAIN-0100,train,hazard_no_controls,dangerous_advocacy,The speaker demonstrates a hazardous activity while dismissing protective controls.,5ce3562eb16bc1b0d3adfae03938cfb694edcadfce987fccacb77056eb5cbd84,synthetic_policy_concept
TRAIN-0101,train,hazard_no_controls,dangerous_advocacy,The content repeatedly demonstrates a hazardous activity while dismissing protective controls.,2a75b838a4952a8999fa495a374ff9df99c04b14cdda5bc7603a3765d8d77e2a,synthetic_policy_concept
TRAIN-0102,train,hazard_no_controls,dangerous_advocacy,The upload openly demonstrates a hazardous activity while dismissing protective controls.,f673b20c29e1c4f8fc7dd5f3255eaaeaf9b7e9e269dcfc7565b5c52f04980e7b,synthetic_policy_concept
TRAIN-0103,train,hazard_no_controls,dangerous_advocacy,Its central message demonstrates a hazardous activity while dismissing protective controls.,1f58cbf142777e147cbf4967f1dfac47a54310a63d9dacf3a34d30cc86b6ebe4,synthetic_policy_concept
TRAIN-0104,train,hazard_no_controls,dangerous_advocacy,The creator's instruction demonstrates a hazardous activity while dismissing protective controls.,035bd3b95b4b81d4b7988eb2a1fca7734a705951dcdfd0423347481f88f2d4b4,synthetic_policy_concept
TRAIN-0105,train,weaponlike_hazard,dangerous_advocacy,This message encourages unsafe handling of a dangerous object around bystanders.,1f51f70f1143be24d7655befd800d33cd1d5694f36daf80c4d4d5b00c1dba89f,synthetic_policy_concept
TRAIN-0106,train,weaponlike_hazard,dangerous_advocacy,The post clearly encourages unsafe handling of a dangerous object around bystanders.,75acd1f1c3fe18dd49a21274e2f5a66a1d0e22a8c75f2e5c123c5e65a9533ba2,synthetic_policy_concept
TRAIN-0107,train,weaponlike_hazard,dangerous_advocacy,A video caption encourages unsafe handling of a dangerous object around bystanders.,9946e2db2f9dacf2d6bf5e09b815e7edacbe7c5818039626e36311a6310fe0ca,synthetic_policy_concept
TRAIN-0108,train,weaponlike_hazard,dangerous_advocacy,The speaker encourages unsafe handling of a dangerous object around bystanders.,acb4abdcce92209057c1688d4a772d0decf34f1844be97832a79ae2a02943a43,synthetic_policy_concept
TRAIN-0109,train,weaponlike_hazard,dangerous_advocacy,The content repeatedly encourages unsafe handling of a dangerous object around bystanders.,10a166b5b306368d0515bffd55e96a781bb2831e5d742e3dcd92eb618c953bc4,synthetic_policy_concept
TRAIN-0110,train,weaponlike_hazard,dangerous_advocacy,The upload openly encourages unsafe handling of a dangerous object around bystanders.,4ef1ed1f481bef4899960ba7231aa60dbf33f3e79e5c4f2b2970b926fb91a0dc,synthetic_policy_concept
TRAIN-0111,train,weaponlike_hazard,dangerous_advocacy,Its central message encourages unsafe handling of a dangerous object around bystanders.,42a984e12e302e0d157fc5dc708dbfed929dc38524c256680eb490daba4e4cc4,synthetic_policy_concept
TRAIN-0112,train,weaponlike_hazard,dangerous_advocacy,The creator's instruction encourages unsafe handling of a dangerous object around bystanders.,30a0942f81e0af66d884611c57a89fd941862e62ba06a55b97e23f17e4a3ab70,synthetic_policy_concept
TRAIN-0113,train,environmental_hazard,dangerous_advocacy,This message promotes entering a clearly unsafe restricted natural area.,b3c196fa0a498914cccbdc92fb37b9feb41230fa9885417ac9a0f94812fb87f2,synthetic_policy_concept
TRAIN-0114,train,environmental_hazard,dangerous_advocacy,The post clearly promotes entering a clearly unsafe restricted natural area.,f1024de0a1781898a8f6703d85cd73ebb723acc2ad89448576ef75299371bee0,synthetic_policy_concept
TRAIN-0115,train,environmental_hazard,dangerous_advocacy,A video caption promotes entering a clearly unsafe restricted natural area.,ea2bd42cc6757215e51728b840e866d624ff897c931952cc49e51490d088d0da,synthetic_policy_concept
TRAIN-0116,train,environmental_hazard,dangerous_advocacy,The speaker promotes entering a clearly unsafe restricted natural area.,e406a7e6a52473aad90c6d7b115f7ea120908970c388ce7c0d2e151500bb698c,synthetic_policy_concept
TRAIN-0117,train,environmental_hazard,dangerous_advocacy,The content repeatedly promotes entering a clearly unsafe restricted natural area.,9c6789d80a63ee25f3cd95eda2289dee279a933a1ab82e00311248d52455f7b6,synthetic_policy_concept
TRAIN-0118,train,environmental_hazard,dangerous_advocacy,The upload openly promotes entering a clearly unsafe restricted natural area.,e89443c1c18de55df6302d0e690490a8274aad8838a70d701502adbdaf394c8b,synthetic_policy_concept
TRAIN-0119,train,environmental_hazard,dangerous_advocacy,Its central message promotes entering a clearly unsafe restricted natural area.,a6d05d62bef906aa2ce255058fcd6962173364d4f7cbde6b4035582b5813a9e6,synthetic_policy_concept
TRAIN-0120,train,environmental_hazard,dangerous_advocacy,The creator's instruction promotes entering a clearly unsafe restricted natural area.,f27f936379bde7c02224fa536804f9cbf5d6c577c60c35f1f36e7a447eb5702c,synthetic_policy_concept
TRAIN-0121,train,household_hazard,dangerous_advocacy,This message urges combining ordinary household items in a hazardous unsupervised act.,73262581591a7f540cadb74e6cf34c4f79806d18baed77fc3d9e39b3af9aeb3d,synthetic_policy_concept
TRAIN-0122,train,household_hazard,dangerous_advocacy,The post clearly urges combining ordinary household items in a hazardous unsupervised act.,1f03ba37b9538cbe20e00ed8677cc4e3c156ef91922d40f6d9f94c1330c4706c,synthetic_policy_concept
TRAIN-0123,train,household_hazard,dangerous_advocacy,A video caption urges combining ordinary household items in a hazardous unsupervised act.,3c09289ce0a01acfb86c972a2f26ac91a1d1092a905b0f05db5264bea19a8f86,synthetic_policy_concept
TRAIN-0124,train,household_hazard,dangerous_advocacy,The speaker urges combining ordinary household items in a hazardous unsupervised act.,ee6d119a08442cbd51e3cd3ce794a3fefba851e8a2b33af6a3cbaadc874d32a0,synthetic_policy_concept
TRAIN-0125,train,household_hazard,dangerous_advocacy,The content repeatedly urges combining ordinary household items in a hazardous unsupervised act.,96839b0f117e6030435d170133de535ff04b70d06256315c78bc962ec99afaf5,synthetic_policy_concept
TRAIN-0126,train,household_hazard,dangerous_advocacy,The upload openly urges combining ordinary household items in a hazardous unsupervised act.,dce108e239387f0754fcb835d7d31b53098bc9864d9d4963855576ffec8bc218,synthetic_policy_concept
TRAIN-0127,train,household_hazard,dangerous_advocacy,Its central message urges combining ordinary household items in a hazardous unsupervised act.,e0876ae62fd01f7045d83ddb60f51702e528b7844bddc684bd60928fb4148f17,synthetic_policy_concept
TRAIN-0128,train,household_hazard,dangerous_advocacy,The creator's instruction urges combining ordinary household items in a hazardous unsupervised act.,9fa8b1a6bffcfe7c43f0388c4bb9b0a61992a833063e262ae71acbc92b49a58b,synthetic_policy_concept
