group,text,expected,owner,action,review
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 19 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 20 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 21 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 22 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 23 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 24 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 25 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 26 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 27 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 28 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 29 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 30 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 31 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 32 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 33 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 34 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 35 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 36 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 37 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 38 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 39 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 40 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 41 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 42 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 43 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 44 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 45 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 46 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 47 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 48 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 49 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 50 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 51 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 52 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 53 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 54 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 55 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 56 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 57 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 58 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 59 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 60 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 61 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 62 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 63 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 64 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 65 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 66 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 67 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 68 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 69 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 70 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 71 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 72 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 73 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 74 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 75 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 76 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 77 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 78 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 79 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 80 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 81 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 82 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 83 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 84 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 85 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 86 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 87 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 88 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 89 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 90 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 91 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 92 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 93 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 94 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 95 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 96 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This user uses stolen credentials and accessed the account; RC5 development 97 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,Evidence indicates this account uses login credentials without authorization and changed the account email; RC5 development 98 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,A verified victim report says this user uses a customer account without permission and sent messages to contacts; RC5 development 99 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
unauthorized_identity_material_and_impact,This account uses financial information without authorization and applied for a loan; RC5 development 100 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 1 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 2 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 3 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 4 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 5 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 6 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 7 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 8 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 9 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 10 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 11 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 12 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 13 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 14 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 15 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 16 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 17 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 18 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 19 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 20 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 21 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 22 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 23 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 24 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 25 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 26 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 27 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 28 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 29 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 30 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 31 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 32 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 33 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 34 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 35 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 36 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 37 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 38 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 39 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 40 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 41 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 42 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 43 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 44 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 45 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 46 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 47 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 48 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 49 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 50 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 51 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 52 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 53 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 54 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 55 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 56 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 57 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 58 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 59 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 60 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 61 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 62 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 63 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 64 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 65 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 66 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 67 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 68 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 69 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 70 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 71 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 72 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 73 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,The profile is posing as a business representative and solicits customers; RC5 development 74 for a patient.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,Someone has stolen my identity and opened an account in my name; RC5 development 75 for a client.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This person is impersonating me using a cloned account and sends messages to contacts; RC5 development 76 for a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
impersonation_and_identity_theft_regression,This caller is pretending to be official support and requested account access; RC5 development 77 for a member.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
