record_id,group,text,expected_category,existing_category,existing_action,existing_review
GOVERNMENT_AND_BUSINESS_IMPERSONATION-026,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 26.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-027,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 27.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-028,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 28.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-029,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 29.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-030,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 30.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-031,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 31.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-032,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 32.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-033,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 33.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-034,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 34.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-035,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 35.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-036,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 36.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-037,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 37.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-038,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 38.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-039,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 39.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-040,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 40.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-041,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 41.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-042,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 42.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-043,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 43.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-044,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 44.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-045,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 45.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-046,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 46.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-047,government_and_business_impersonation,This account deceptively claims to represent a retailer and solicits customers; case 47.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-048,government_and_business_impersonation,A verified victim report says this profile pretends to be official support and collects payments for a delivery company; case 48.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-049,government_and_business_impersonation,This caller is falsely posing as a government officer and currently collects payments from a government office; case 49.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
GOVERNMENT_AND_BUSINESS_IMPERSONATION-050,government_and_business_impersonation,Evidence indicates this message is falsely posing as a business representative and requests account access from a bank; case 50.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-001,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 1 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-002,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 2 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-003,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 3 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-004,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 4 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-005,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 5 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-006,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 6 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-007,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 7 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-008,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 8 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-009,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 9 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-010,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 10 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-011,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 11 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-012,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 12 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-013,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 13 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-014,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 14 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-015,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 15 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-016,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 16 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-017,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 17 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-018,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 18 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-019,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 19 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-020,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 20 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-021,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 21 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-022,identity_misuse_for_transactions_and_benefits,Evidence indicates this transaction uses the victim's identity fraudulently and makes purchases; case 22 involving a resident.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-023,identity_misuse_for_transactions_and_benefits,This user uses personal information without authorization and applies for a loan; case 23 involving an employee.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-024,identity_misuse_for_transactions_and_benefits,A documented account record says this applicant uses a tax identity without consent and claims benefits; case 24 involving an account holder.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
IDENTITY_MISUSE_FOR_TRANSACTIONS_AND_BENEFITS-025,identity_misuse_for_transactions_and_benefits,This applicant uses another person's identity without permission and opens a new account; case 25 involving a customer.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
