record_id,split,family_id,label,existing_category,text,text_sha256,source
TRAIN-0024,train,dangerous_advocacy:moving_vehicle,dangerous_advocacy,Normal/Ignore,The speaker treats interference with a moving vehicle as a challenge that ordinary people should repeat.,cd5fedb76439f6a93e6d7fdbf386bab97daa86e72d64885d26576846831c3dda,paired_synthetic_policy_concept
TRAIN-0025,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,A safety notice discusses interference with a moving vehicle only to warn people not to imitate it.,ea6b8434c3f6e6a1a9f867eba5bf3b3023ad58e7ca3e6d278fa8816667f59fbc,paired_synthetic_policy_concept
TRAIN-0026,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,The report condemns interference with a moving vehicle and asks viewers to avoid repeating the act.,24d9d5a07b11ba6aa80bad022215585e97d10cd53c8d1c8db99ac90a768079fe,paired_synthetic_policy_concept
TRAIN-0027,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,This prevention lesson explains the risk of interference with a moving vehicle without encouraging participation.,5370c80378db2d7ae85a6e9ffa1b76d46e9faea88e0084a7db6bd0416dd63ef8,paired_synthetic_policy_concept
TRAIN-0028,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,The speaker warns that interference with a moving vehicle can cause serious injury and should never be attempted.,354cbbc95eca83a75410dcd0e07d7f801f75c0cae64f0eb1e5f77d41b38c4f50,paired_synthetic_policy_concept
TRAIN-0029,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,A public safety campaign discourages interference with a moving vehicle and promotes protective behavior.,a46f2296b6de42c9444bd71502c53885f4d5d16fd99d30a8884f8eb7a138d1ab,paired_synthetic_policy_concept
TRAIN-0030,train,safe_warning:moving_vehicle,safe_warning,Normal/Ignore,The article reports interference with a moving vehicle while clearly telling the audience not to copy it.,65381f2ea9dc3387f92071d977e42ab31515ff6e17e509e3491156edf4f6f6b3,paired_synthetic_policy_concept
TRAIN-0031,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,A qualified team studies interference with a moving vehicle inside a controlled setting with protective procedures.,e3403067fd1cd33a8a5a8895222978e22eea1d563869c60320ccd2de8f6e051e,paired_synthetic_policy_concept
TRAIN-0032,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to interference with a moving vehicle at an authorized facility.,337670c51fd8c21f9069e42c78edb4103b2831f1b8fceab1f1a94d43efe3c37e,paired_synthetic_policy_concept
TRAIN-0033,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,The educational material discusses interference with a moving vehicle under trained supervision and prohibits imitation.,3caf8d688fb30ec56bb59130e2579c91b865d3cad9e5dddce0a40333dcfceb5e,paired_synthetic_policy_concept
TRAIN-0034,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,A controlled test examines interference with a moving vehicle behind protective barriers with emergency staff present.,c3baab4d43dd412b520bd24ae424444dc612bd96d81d6df5e37983d2affbdba1,paired_synthetic_policy_concept
TRAIN-0035,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,Licensed operators address interference with a moving vehicle during formal safety training at a restricted site.,922aaf1e6d7f7fed4eeffbaac8672ce6c058c57bc7a29ac9ee0d9cb44ba42e03,paired_synthetic_policy_concept
TRAIN-0036,train,professional_controlled:moving_vehicle,professional_controlled,Normal/Ignore,The documentary shows professionals managing interference with a moving vehicle with permits and exclusion controls.,f739472ac8dd230698562535b0e675a99501edbd32a3e19dd0bd8d9deb4bc7b8,paired_synthetic_policy_concept
TRAIN-0037,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate contact with unisolated electrical equipment and presents it as entertainment.,ca77c10e7e8bcf6b91f6e9451b656131924b2b3fd7b22a0652740861dfea0807,paired_synthetic_policy_concept
TRAIN-0038,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try contact with unisolated electrical equipment without professional supervision.,98e7b727f36c98b2001eb7f85b73252703c5a9848f3539d26bbfe2bbd0a7ba39,paired_synthetic_policy_concept
TRAIN-0039,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt contact with unisolated electrical equipment despite the obvious physical risk.,48686549a6b4d5c5124cb3c3bf4b992f49823f66f905be6d0550eaee8efb23fd,paired_synthetic_policy_concept
TRAIN-0040,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,This upload celebrates contact with unisolated electrical equipment and asks viewers to copy the act.,b57c105116549fe22864f7073d8108ec6cec5f8c08fc7244451f9be7173d59cb,paired_synthetic_policy_concept
TRAIN-0041,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,The central instruction promotes contact with unisolated electrical equipment while dismissing normal safety controls.,8ab0475e2925b670db9c936382a7b323593f8d43b19ca2bab9e6f6bf20a95aca,paired_synthetic_policy_concept
TRAIN-0042,train,dangerous_advocacy:live_electricity,dangerous_advocacy,Normal/Ignore,The speaker treats contact with unisolated electrical equipment as a challenge that ordinary people should repeat.,0688bae4312bb61b51096545609fa8d7c9b64372f0f4234494bbf9868e06d38e,paired_synthetic_policy_concept
TRAIN-0043,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,A safety notice discusses contact with unisolated electrical equipment only to warn people not to imitate it.,304c08cf27babd9e96599360eb295dd100390cb2df1c74ea6720d994ff3e7316,paired_synthetic_policy_concept
TRAIN-0044,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,The report condemns contact with unisolated electrical equipment and asks viewers to avoid repeating the act.,13dbcb672504955890c0a605dd8e4471d474b4db43837835d95bb55fc3a56aa2,paired_synthetic_policy_concept
TRAIN-0045,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,This prevention lesson explains the risk of contact with unisolated electrical equipment without encouraging participation.,a0ba876a3cf4b3410a00a3f76d42ae632cb4d2673ab718c23158268a4b61dae6,paired_synthetic_policy_concept
TRAIN-0046,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,The speaker warns that contact with unisolated electrical equipment can cause serious injury and should never be attempted.,b0ce5e0f1ad7646d5ade7a04923876870cc47c25e3d93dec53131e6714f92f0d,paired_synthetic_policy_concept
TRAIN-0047,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,A public safety campaign discourages contact with unisolated electrical equipment and promotes protective behavior.,56597a791b8edd5fdaeef5921646326b9132c4b25bb3ff3f25920b4a29d07dca,paired_synthetic_policy_concept
TRAIN-0048,train,safe_warning:live_electricity,safe_warning,Normal/Ignore,The article reports contact with unisolated electrical equipment while clearly telling the audience not to copy it.,93126eb28e45c0eb11a8a20de2e9ebfa810ed7daa1190fcd3eb747e23a6c905f,paired_synthetic_policy_concept
TRAIN-0049,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,A qualified team studies contact with unisolated electrical equipment inside a controlled setting with protective procedures.,7f2ca8d13925e34d175d6318747bd31ad1161f022b53b0691cd03a8519838b1a,paired_synthetic_policy_concept
TRAIN-0050,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to contact with unisolated electrical equipment at an authorized facility.,0395b187ef40ae091e0220c6870950b9ee6b73249535eb9ae2c28f2daef884ec,paired_synthetic_policy_concept
TRAIN-0051,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,The educational material discusses contact with unisolated electrical equipment under trained supervision and prohibits imitation.,24182f133a10f62724bbb56baf04b18fe29913dcafc6ea200ebdf95191af9aa9,paired_synthetic_policy_concept
TRAIN-0052,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,A controlled test examines contact with unisolated electrical equipment behind protective barriers with emergency staff present.,6625b4254282865ab30fa933e6adbb30c4fbc15285726cc62c8957d45e90b5d3,paired_synthetic_policy_concept
TRAIN-0053,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,Licensed operators address contact with unisolated electrical equipment during formal safety training at a restricted site.,0a667d1c9e235e4e0c2eb4ab8d4709244b7107772061ce16ae5251098c3365da,paired_synthetic_policy_concept
TRAIN-0054,train,professional_controlled:live_electricity,professional_controlled,Normal/Ignore,The documentary shows professionals managing contact with unisolated electrical equipment with permits and exclusion controls.,7620a5b23be2d33d61df725ec3086bb01a23665e3636b78ce2596a0dc9dbd9d5,paired_synthetic_policy_concept
TRAIN-0055,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate operation of powered machinery without its safeguard and presents it as entertainment.,7ba3f4be68f998b72122c6ba802d54b13f63b6fb3b3c92a4ad0710305e05d320,paired_synthetic_policy_concept
TRAIN-0056,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try operation of powered machinery without its safeguard without professional supervision.,54384fb8ea97d50740f760e1b268855ddf70fe5987cf799fcc14f0a196f4460f,paired_synthetic_policy_concept
TRAIN-0057,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt operation of powered machinery without its safeguard despite the obvious physical risk.,b9268d0ada0946f6b2c03c529fb6065c66e68b7df8946458a153ad6248fbe5fc,paired_synthetic_policy_concept
TRAIN-0058,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,This upload celebrates operation of powered machinery without its safeguard and asks viewers to copy the act.,574dc1f7aabd8f2b9db9440364ef7296d1224707a0fa0bd724decdfb19637eab,paired_synthetic_policy_concept
TRAIN-0059,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,The central instruction promotes operation of powered machinery without its safeguard while dismissing normal safety controls.,a8b689689619f5e58fd041cd485b982d58899859d9541491c4e6718ffc0a8211,paired_synthetic_policy_concept
TRAIN-0060,train,dangerous_advocacy:machine_guard,dangerous_advocacy,Normal/Ignore,The speaker treats operation of powered machinery without its safeguard as a challenge that ordinary people should repeat.,74235955f248f746760e57f74880991982dc0088cc357dde9e2f612e5486e6d6,paired_synthetic_policy_concept
TRAIN-0061,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,A safety notice discusses operation of powered machinery without its safeguard only to warn people not to imitate it.,ceae9d8f816ef3492b84c6e9bb796d001155f1a091fab5da622a4d2421dfc0f4,paired_synthetic_policy_concept
TRAIN-0062,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,The report condemns operation of powered machinery without its safeguard and asks viewers to avoid repeating the act.,6248017c5f000d2808309b26eb5a8581b31592e47be92290832cf952d900a3a8,paired_synthetic_policy_concept
TRAIN-0063,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,This prevention lesson explains the risk of operation of powered machinery without its safeguard without encouraging participation.,27ba14cd1b585d7b8c6857826e049d43a08b895d181c29dd7b0146b1cef88ab5,paired_synthetic_policy_concept
TRAIN-0064,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,The speaker warns that operation of powered machinery without its safeguard can cause serious injury and should never be attempted.,83c0bbf18c0c083b26c02385536a7258e5889d9a77b8f42a7d52d6ce9dd29cb9,paired_synthetic_policy_concept
TRAIN-0065,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,A public safety campaign discourages operation of powered machinery without its safeguard and promotes protective behavior.,5be58f94d1326bf82d0c1a1678e32967cee599788a59424e88bde37b9a4e96ba,paired_synthetic_policy_concept
TRAIN-0066,train,safe_warning:machine_guard,safe_warning,Normal/Ignore,The article reports operation of powered machinery without its safeguard while clearly telling the audience not to copy it.,263570b09e47463a900e880af2041a35bc9bbd022fe8371ebe285a12ca2ef61b,paired_synthetic_policy_concept
TRAIN-0067,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,A qualified team studies operation of powered machinery without its safeguard inside a controlled setting with protective procedures.,96ff502ec9cc9465638267842f1a503dc8ebb8247825a6591d0fc87174712104,paired_synthetic_policy_concept
TRAIN-0068,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to operation of powered machinery without its safeguard at an authorized facility.,a0cdb6dd9ed14b39779fe327b857dfb9dda6a3545bf8a409c03138604d548b34,paired_synthetic_policy_concept
TRAIN-0069,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,The educational material discusses operation of powered machinery without its safeguard under trained supervision and prohibits imitation.,96e5296eab3afaaa9771e48a47e9764ec76d156080439069de212a054d019fef,paired_synthetic_policy_concept
TRAIN-0070,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,A controlled test examines operation of powered machinery without its safeguard behind protective barriers with emergency staff present.,fbdcd6cd6138268b4a1ba08be07732942e0f6e77264fb7570972bfd62c6c2d2e,paired_synthetic_policy_concept
TRAIN-0071,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,Licensed operators address operation of powered machinery without its safeguard during formal safety training at a restricted site.,9919eb9aaad5ad3b1e0c6bf156ec1f2afd2ab7d64f3f004b9b7d3e001fb4c9f3,paired_synthetic_policy_concept
TRAIN-0072,train,professional_controlled:machine_guard,professional_controlled,Normal/Ignore,The documentary shows professionals managing operation of powered machinery without its safeguard with permits and exclusion controls.,670d5a94ca7ebc1069eed55d59787a75b9bf9f34f646863d02c5db701690b940,paired_synthetic_policy_concept
TRAIN-0073,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate creation of hazardous fumes in an enclosed room and presents it as entertainment.,17590009e131c02604d2eb1ddad3d266c3a739d540316082caf850d358be81e2,paired_synthetic_policy_concept
TRAIN-0074,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try creation of hazardous fumes in an enclosed room without professional supervision.,52fd3b783b491723098beedb4e647441c7d29cd6e14a89914f875c69bee31581,paired_synthetic_policy_concept
TRAIN-0075,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt creation of hazardous fumes in an enclosed room despite the obvious physical risk.,73f809db260823f2a00ffd3b1d2434e9ef7b8d385ec0bc13edc83a366efb27b2,paired_synthetic_policy_concept
TRAIN-0076,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,This upload celebrates creation of hazardous fumes in an enclosed room and asks viewers to copy the act.,e473e9363dd066c634c2d6eb83a96cfb1286a9cfb3a30f8812599758bfe2cc54,paired_synthetic_policy_concept
TRAIN-0077,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,The central instruction promotes creation of hazardous fumes in an enclosed room while dismissing normal safety controls.,b3f23752997edf66945871c71045a3a73830d181db34726cfe6ef50fa6a2e242,paired_synthetic_policy_concept
TRAIN-0078,train,dangerous_advocacy:indoor_fumes,dangerous_advocacy,Normal/Ignore,The speaker treats creation of hazardous fumes in an enclosed room as a challenge that ordinary people should repeat.,d05160358002b93999ee18b0492602e49d5bd2fd5fe5cc91697ccb998ff97702,paired_synthetic_policy_concept
TRAIN-0079,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,A safety notice discusses creation of hazardous fumes in an enclosed room only to warn people not to imitate it.,478ded36ea6170bd16087c0c69f28088e6a689dbd5f44e3a5384eef59f18ac24,paired_synthetic_policy_concept
TRAIN-0080,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,The report condemns creation of hazardous fumes in an enclosed room and asks viewers to avoid repeating the act.,1a65ba81eeb59c976bae30090333b3cda2d53d66ff7a9a6cb1040ad86dceee61,paired_synthetic_policy_concept
TRAIN-0081,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,This prevention lesson explains the risk of creation of hazardous fumes in an enclosed room without encouraging participation.,df01695486287a84387171dfa25f0c11efe8ad82f1a676b4badb080b03e68cf9,paired_synthetic_policy_concept
TRAIN-0082,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,The speaker warns that creation of hazardous fumes in an enclosed room can cause serious injury and should never be attempted.,36546ec97aebf0217984742b88403abe9ce4c13a00bc2fe8003d03ed6f266f8d,paired_synthetic_policy_concept
TRAIN-0083,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,A public safety campaign discourages creation of hazardous fumes in an enclosed room and promotes protective behavior.,c676b488d25b0d29096cc47d1163a3515e79ab5da9ecb23e847f01562121a2de,paired_synthetic_policy_concept
TRAIN-0084,train,safe_warning:indoor_fumes,safe_warning,Normal/Ignore,The article reports creation of hazardous fumes in an enclosed room while clearly telling the audience not to copy it.,8310f2a25e6db81f85392d15ea535c868aef5131b4054587b332cc8fa26b384a,paired_synthetic_policy_concept
TRAIN-0085,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,A qualified team studies creation of hazardous fumes in an enclosed room inside a controlled setting with protective procedures.,f0230710dd6ca4db6299c227063f062e6dd86331316193b7d46dd26b25ad22af,paired_synthetic_policy_concept
TRAIN-0086,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,Certified professionals demonstrate risk controls related to creation of hazardous fumes in an enclosed room at an authorized facility.,ae90783a9d4c2b140b2aa7b499350d668473129f0f220aaf74bd6a48b509d18e,paired_synthetic_policy_concept
TRAIN-0087,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,The educational material discusses creation of hazardous fumes in an enclosed room under trained supervision and prohibits imitation.,aaae579ffef2e35aa45260d4d907d02bee8c301b1cebabb3e1c6d3994ee38a68,paired_synthetic_policy_concept
TRAIN-0088,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,A controlled test examines creation of hazardous fumes in an enclosed room behind protective barriers with emergency staff present.,aa4eff24bf107708ca2bf16996b9a67df91346e96743aa4edbfe00006a4fff21,paired_synthetic_policy_concept
TRAIN-0089,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,Licensed operators address creation of hazardous fumes in an enclosed room during formal safety training at a restricted site.,2b9b9386135f8607f05cab69c71ebf2f68436c6f6aec2a7f3e94383fd8fff404,paired_synthetic_policy_concept
TRAIN-0090,train,professional_controlled:indoor_fumes,professional_controlled,Normal/Ignore,The documentary shows professionals managing creation of hazardous fumes in an enclosed room with permits and exclusion controls.,39bc0737b48ff4abb7a668a70cbac039f92e538ca04824414ca5c44c111db7a9,paired_synthetic_policy_concept
TRAIN-0091,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,The post urges an untrained viewer to imitate an uncontrolled fire close to people or property and presents it as entertainment.,c8d442b4bd8f43b63e7396f156370461efae187abc4623b3ac76abdad64c3fd7,paired_synthetic_policy_concept
TRAIN-0092,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,A creator encourages the audience to try an uncontrolled fire close to people or property without professional supervision.,59024552462675fbed80b718b4245970d72752b4005c5c5972ee13199d29130a,paired_synthetic_policy_concept
TRAIN-0093,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,The message dares an amateur to attempt an uncontrolled fire close to people or property despite the obvious physical risk.,fd3649629b16f3c6e13c4b2169b4211c36a2fbcc1eb03b175392f91306c316bf,paired_synthetic_policy_concept
TRAIN-0094,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,This upload celebrates an uncontrolled fire close to people or property and asks viewers to copy the act.,468b12c33b24dfd8522d71ab7d58a664e9ff748716781ac7fb724ce0f072666d,paired_synthetic_policy_concept
TRAIN-0095,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,The central instruction promotes an uncontrolled fire close to people or property while dismissing normal safety controls.,4fef5625bcfb90c4252bcddc83521d689f77e3e4cd607453e906180609b28fd6,paired_synthetic_policy_concept
TRAIN-0096,train,dangerous_advocacy:open_fire,dangerous_advocacy,Normal/Ignore,The speaker treats an uncontrolled fire close to people or property as a challenge that ordinary people should repeat.,3ffdb606c595561af92741913a6c7118b8cac9f4998135bc080d499eae52dfd5,paired_synthetic_policy_concept
TRAIN-0097,train,safe_warning:open_fire,safe_warning,Normal/Ignore,A safety notice discusses an uncontrolled fire close to people or property only to warn people not to imitate it.,6a2e2519a388ae86a118739e155d6233135bb63cc3121afe6745fd9736838cd4,paired_synthetic_policy_concept
TRAIN-0098,train,safe_warning:open_fire,safe_warning,Normal/Ignore,The report condemns an uncontrolled fire close to people or property and asks viewers to avoid repeating the act.,e1b4d0bc7f9f7fd1c759ae48afb0d953575f208ee92f8e11789b63e19d9553b8,paired_synthetic_policy_concept
TRAIN-0099,train,safe_warning:open_fire,safe_warning,Normal/Ignore,This prevention lesson explains the risk of an uncontrolled fire close to people or property without encouraging participation.,8b4f27561a2413746f91a53d9cee2bc66056770be0f9cd5c3a7df944f70a67c9,paired_synthetic_policy_concept
TRAIN-0100,train,safe_warning:open_fire,safe_warning,Normal/Ignore,The speaker warns that an uncontrolled fire close to people or property can cause serious injury and should never be attempted.,eeaa960c3859f4a1b9e1a7ff5d4e45a8cf223777c551900bc394dbaf0c417482,paired_synthetic_policy_concept
TRAIN-0101,train,safe_warning:open_fire,safe_warning,Normal/Ignore,A public safety campaign discourages an uncontrolled fire close to people or property and promotes protective behavior.,96e0a870481f6b115089578b23e06f5290db95cd60c3ccc0e936e8925e7c8723,paired_synthetic_policy_concept
TRAIN-0102,train,safe_warning:open_fire,safe_warning,Normal/Ignore,The article reports an uncontrolled fire close to people or property while clearly telling the audience not to copy it.,014c0d5bc0e6f4d124a8b7b966ad28950f9be24327ede43007c8e52788059df3,paired_synthetic_policy_concept
TRAIN-0103,train,professional_controlled:open_fire,professional_controlled,Normal/Ignore,A qualified team studies an uncontrolled fire close to people or property inside a controlled setting with protective procedures.,62aedbd2ec7349c7e6ba17a5987b3483466bbaf631ade795fc4aef9c2e9b0b4a,paired_synthetic_policy_concept
