group,text,expected,owner,action,review
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 29 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 30 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 31 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 32 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 33 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 34 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 35 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 36 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 37 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 38 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 39 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 40 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 41 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 42 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 43 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 44 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 45 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 46 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 47 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 48 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 49 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 50 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 51 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 52 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 53 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 54 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 55 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 56 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 57 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 58 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 59 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 60 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 61 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 62 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 63 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 64 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 65 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 66 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 67 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 68 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 69 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 70 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 71 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 72 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 73 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 74 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 75 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 76 for a message.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A possible cloned profile is reported, but identity evidence is incomplete; RC3 development 77 for an account.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,A fake account may be posing as a business while account provenance is unknown; RC3 development 78 for a listing.,Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,"A profile may be impersonating a resident, but authorization cannot be verified; RC3 development 79 for a profile.",Uncertain,Normal/Ignore,Allow,False
aggregate_incomplete_evidence_boundary,Only a screenshot is available for a possible account takeover and identity cannot be verified; RC3 development 80 for a message.,Uncertain,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 1 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 2 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 3 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 4 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 5 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 6 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 7 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 8 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 9 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 10 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 11 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 12 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 13 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 14 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 15 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 16 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 17 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 18 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 19 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 20 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 21 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 22 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 23 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 24 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 25 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 26 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 27 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 28 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 29 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 30 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 31 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 32 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 33 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 34 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 35 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 36 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 37 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 38 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 39 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 40 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 41 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 42 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 43 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 44 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 45 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 46 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 47 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 48 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 49 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 50 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 51 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 52 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 53 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 54 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 55 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 56 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 57 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 58 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 59 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 60 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 61 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 62 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 63 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 64 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 65 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 66 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 67 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 68 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 69 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 70 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 71 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 72 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 73 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 74 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 75 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 76 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone is impersonating me using a cloned account and sends messages to contacts; RC3 development 77 for an account.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,"This profile is pretending to be her, created a fake profile, and requests account access; RC3 development 78 for a listing.",Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Someone has stolen my identity and opened an account in my name; RC3 development 79 for a profile.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
natural_and_canonical_positive_regression,Evidence indicates this user uses personal information without permission and opened a new account; RC3 development 80 for a message.,Identity Theft & Impersonation,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A platform-verified official account represents the organization; RC3 safe 1 for an account.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A clearly labelled parody is pretending to be a character and claims no official affiliation; RC3 safe 2 for a listing.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A news report explains identity theft and no active account is described; RC3 safe 3 for a profile.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,Security training discusses a cloned account and contains no real credentials; RC3 safe 4 for a message.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A platform-verified official account represents the organization; RC3 safe 5 for an account.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A clearly labelled parody is pretending to be a character and claims no official affiliation; RC3 safe 6 for a listing.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A news report explains identity theft and no active account is described; RC3 safe 7 for a profile.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,Security training discusses a cloned account and contains no real credentials; RC3 safe 8 for a message.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A platform-verified official account represents the organization; RC3 safe 9 for an account.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A clearly labelled parody is pretending to be a character and claims no official affiliation; RC3 safe 10 for a listing.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A news report explains identity theft and no active account is described; RC3 safe 11 for a profile.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,Security training discusses a cloned account and contains no real credentials; RC3 safe 12 for a message.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A platform-verified official account represents the organization; RC3 safe 13 for an account.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A clearly labelled parody is pretending to be a character and claims no official affiliation; RC3 safe 14 for a listing.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A news report explains identity theft and no active account is described; RC3 safe 15 for a profile.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,Security training discusses a cloned account and contains no real credentials; RC3 safe 16 for a message.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A platform-verified official account represents the organization; RC3 safe 17 for an account.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A clearly labelled parody is pretending to be a character and claims no official affiliation; RC3 safe 18 for a listing.,Normal/Ignore,Normal/Ignore,Allow,False
authorized_reporting_and_parody_boundary,A news report explains identity theft and no active account is described; RC3 safe 19 for a profile.,Normal/Ignore,Normal/Ignore,Allow,False
