record_id,group,text,expected_category,existing_category,existing_action,existing_review
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-017,weapons_documents_and_counterfeit_transactions,The supplier markets a prohibited weapon and asks customers to place an order. RC2 case 17.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-018,weapons_documents_and_counterfeit_transactions,The supplier markets a forged passport and asks customers to place an order. RC2 case 18.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-019,weapons_documents_and_counterfeit_transactions,The supplier markets a fake identity document and asks customers to place an order. RC2 case 19.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-020,weapons_documents_and_counterfeit_transactions,The supplier markets counterfeit currency and asks customers to place an order. RC2 case 20.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-021,weapons_documents_and_counterfeit_transactions,A current offer provides access to an unlicensed firearm after payment. RC2 case 21.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-022,weapons_documents_and_counterfeit_transactions,A current offer provides access to a prohibited weapon after payment. RC2 case 22.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-023,weapons_documents_and_counterfeit_transactions,A current offer provides access to a forged passport after payment. RC2 case 23.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-024,weapons_documents_and_counterfeit_transactions,A current offer provides access to a fake identity document after payment. RC2 case 24.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-025,weapons_documents_and_counterfeit_transactions,A current offer provides access to counterfeit currency after payment. RC2 case 25.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-026,weapons_documents_and_counterfeit_transactions,The account promotes the sale of an unlicensed firearm to buyers. RC2 case 26.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-027,weapons_documents_and_counterfeit_transactions,The account promotes the sale of a prohibited weapon to buyers. RC2 case 27.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-028,weapons_documents_and_counterfeit_transactions,The account promotes the sale of a forged passport to buyers. RC2 case 28.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-029,weapons_documents_and_counterfeit_transactions,The account promotes the sale of a fake identity document to buyers. RC2 case 29.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-030,weapons_documents_and_counterfeit_transactions,The account promotes the sale of counterfeit currency to buyers. RC2 case 30.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-031,weapons_documents_and_counterfeit_transactions,An advertiser makes an unlicensed firearm available and says contact me. RC2 case 31.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-032,weapons_documents_and_counterfeit_transactions,An advertiser makes a prohibited weapon available and says contact me. RC2 case 32.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-033,weapons_documents_and_counterfeit_transactions,An advertiser makes a forged passport available and says contact me. RC2 case 33.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-034,weapons_documents_and_counterfeit_transactions,An advertiser makes a fake identity document available and says contact me. RC2 case 34.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-035,weapons_documents_and_counterfeit_transactions,An advertiser makes counterfeit currency available and says contact me. RC2 case 35.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-036,weapons_documents_and_counterfeit_transactions,A commercial listing offers an unlicensed firearm; shipment is available. RC2 case 36.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-037,weapons_documents_and_counterfeit_transactions,A commercial listing offers a prohibited weapon; shipment is available. RC2 case 37.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-038,weapons_documents_and_counterfeit_transactions,A commercial listing offers a forged passport; shipment is available. RC2 case 38.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-039,weapons_documents_and_counterfeit_transactions,A commercial listing offers a fake identity document; shipment is available. RC2 case 39.,Illegal Activities,Normal/Ignore,Allow,False
WEAPONS_DOCUMENTS_AND_COUNTERFEIT_TRANSACTIONS-040,weapons_documents_and_counterfeit_transactions,A commercial listing offers counterfeit currency; shipment is available. RC2 case 40.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-001,gambling_and_financial_facilitation,This post promotes illegal betting and tells readers to sign up to wager. RC2 case 1.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-002,gambling_and_financial_facilitation,This post promotes unlicensed gambling and tells readers to sign up to wager. RC2 case 2.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-003,gambling_and_financial_facilitation,This post promotes unlawful wagering and tells readers to sign up to wager. RC2 case 3.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-004,gambling_and_financial_facilitation,This post promotes a money laundering service and tells readers to sign up to wager. RC2 case 4.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-005,gambling_and_financial_facilitation,This post promotes counterfeit banknotes and tells readers to sign up to wager. RC2 case 5.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-006,gambling_and_financial_facilitation,The account advertises illegal betting; payment is required for access. RC2 case 6.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-007,gambling_and_financial_facilitation,The account advertises unlicensed gambling; payment is required for access. RC2 case 7.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-008,gambling_and_financial_facilitation,The account advertises unlawful wagering; payment is required for access. RC2 case 8.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-009,gambling_and_financial_facilitation,The account advertises a money laundering service; payment is required for access. RC2 case 9.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-010,gambling_and_financial_facilitation,The account advertises counterfeit banknotes; payment is required for access. RC2 case 10.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-011,gambling_and_financial_facilitation,A current offer provides access to illegal betting after payment. RC2 case 11.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-012,gambling_and_financial_facilitation,A current offer provides access to unlicensed gambling after payment. RC2 case 12.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-013,gambling_and_financial_facilitation,A current offer provides access to unlawful wagering after payment. RC2 case 13.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-014,gambling_and_financial_facilitation,A current offer provides access to a money laundering service after payment. RC2 case 14.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-015,gambling_and_financial_facilitation,A current offer provides access to counterfeit banknotes after payment. RC2 case 15.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-016,gambling_and_financial_facilitation,The seller markets illegal betting and asks customers to contact me. RC2 case 16.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-017,gambling_and_financial_facilitation,The seller markets unlicensed gambling and asks customers to contact me. RC2 case 17.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-018,gambling_and_financial_facilitation,The seller markets unlawful wagering and asks customers to contact me. RC2 case 18.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-019,gambling_and_financial_facilitation,The seller markets a money laundering service and asks customers to contact me. RC2 case 19.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-020,gambling_and_financial_facilitation,The seller markets counterfeit banknotes and asks customers to contact me. RC2 case 20.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-021,gambling_and_financial_facilitation,A commercial listing offers illegal betting; direct message to order. RC2 case 21.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-022,gambling_and_financial_facilitation,A commercial listing offers unlicensed gambling; direct message to order. RC2 case 22.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-023,gambling_and_financial_facilitation,A commercial listing offers unlawful wagering; direct message to order. RC2 case 23.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-024,gambling_and_financial_facilitation,A commercial listing offers a money laundering service; direct message to order. RC2 case 24.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-025,gambling_and_financial_facilitation,A commercial listing offers counterfeit banknotes; direct message to order. RC2 case 25.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-026,gambling_and_financial_facilitation,This marketplace promotion tells buyers to join the betting for illegal betting. RC2 case 26.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-027,gambling_and_financial_facilitation,This marketplace promotion tells buyers to join the betting for unlicensed gambling. RC2 case 27.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-028,gambling_and_financial_facilitation,This marketplace promotion tells buyers to join the betting for unlawful wagering. RC2 case 28.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-029,gambling_and_financial_facilitation,This marketplace promotion tells buyers to join the betting for a money laundering service. RC2 case 29.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-030,gambling_and_financial_facilitation,This marketplace promotion tells buyers to join the betting for counterfeit banknotes. RC2 case 30.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-031,gambling_and_financial_facilitation,The supplier arranges access to illegal betting and states a price per item. RC2 case 31.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-032,gambling_and_financial_facilitation,The supplier arranges access to unlicensed gambling and states a price per item. RC2 case 32.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-033,gambling_and_financial_facilitation,The supplier arranges access to unlawful wagering and states a price per item. RC2 case 33.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-034,gambling_and_financial_facilitation,The supplier arranges access to a money laundering service and states a price per item. RC2 case 34.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-035,gambling_and_financial_facilitation,The supplier arranges access to counterfeit banknotes and states a price per item. RC2 case 35.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-036,gambling_and_financial_facilitation,An account promotes the sale of illegal betting; delivery is available. RC2 case 36.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-037,gambling_and_financial_facilitation,An account promotes the sale of unlicensed gambling; delivery is available. RC2 case 37.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-038,gambling_and_financial_facilitation,An account promotes the sale of unlawful wagering; delivery is available. RC2 case 38.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-039,gambling_and_financial_facilitation,An account promotes the sale of a money laundering service; delivery is available. RC2 case 39.,Illegal Activities,Normal/Ignore,Allow,False
GAMBLING_AND_FINANCIAL_FACILITATION-040,gambling_and_financial_facilitation,An account promotes the sale of counterfeit banknotes; delivery is available. RC2 case 40.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-001,prohibited_services_and_symbol_facilitation,This post advertises a prostitution service; customers are told to book now. RC2 case 1.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-002,prohibited_services_and_symbol_facilitation,This post advertises a paid sexual service; customers are told to book now. RC2 case 2.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-003,prohibited_services_and_symbol_facilitation,This post advertises a commercial sexual service; customers are told to book now. RC2 case 3.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-004,prohibited_services_and_symbol_facilitation,This post advertises a fake government emblem; customers are told to book now. RC2 case 4.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-005,prohibited_services_and_symbol_facilitation,This post advertises a counterfeit government seal; customers are told to book now. RC2 case 5.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-006,prohibited_services_and_symbol_facilitation,A current offer makes a prostitution service available tonight after payment. RC2 case 6.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-007,prohibited_services_and_symbol_facilitation,A current offer makes a paid sexual service available tonight after payment. RC2 case 7.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-008,prohibited_services_and_symbol_facilitation,A current offer makes a commercial sexual service available tonight after payment. RC2 case 8.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-009,prohibited_services_and_symbol_facilitation,A current offer makes a fake government emblem available tonight after payment. RC2 case 9.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-010,prohibited_services_and_symbol_facilitation,A current offer makes a counterfeit government seal available tonight after payment. RC2 case 10.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-011,prohibited_services_and_symbol_facilitation,The account markets a prostitution service and asks buyers to contact the seller. RC2 case 11.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-012,prohibited_services_and_symbol_facilitation,The account markets a paid sexual service and asks buyers to contact the seller. RC2 case 12.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-013,prohibited_services_and_symbol_facilitation,The account markets a commercial sexual service and asks buyers to contact the seller. RC2 case 13.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-014,prohibited_services_and_symbol_facilitation,The account markets a fake government emblem and asks buyers to contact the seller. RC2 case 14.,Illegal Activities,Normal/Ignore,Allow,False
PROHIBITED_SERVICES_AND_SYMBOL_FACILITATION-015,prohibited_services_and_symbol_facilitation,The account markets a counterfeit government seal and asks buyers to contact the seller. RC2 case 15.,Illegal Activities,Normal/Ignore,Allow,False
