record_id,group,text,expected_category,existing_category,existing_action,existing_review
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-004,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 4.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-005,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 5.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-006,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 6.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-007,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 7.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-008,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 8.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-009,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 9.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-010,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 10.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-011,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 11.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-012,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 12.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-013,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 13.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-014,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 14.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-015,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 15.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-016,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 16.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-017,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 17.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-018,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 18.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-019,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 19.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-020,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 20.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-021,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 21.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-022,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 22.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-023,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 23.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-024,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 24.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-025,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 25.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-026,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 26.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-027,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 27.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-028,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 28.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-029,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 29.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-030,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 30.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-031,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 31.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-032,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 32.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-033,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 33.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-034,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 34.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-035,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 35.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-036,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 36.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-037,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 37.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-038,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 38.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-039,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 39.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-040,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 40.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-041,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 41.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-042,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 42.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-043,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 43.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-044,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 44.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-045,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 45.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-046,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 46.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-047,ransomware_and_destructive_deployment,This post delivers the program to targets: malware that destroys stored files on a victim account; inert case 47.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-048,ransomware_and_destructive_deployment,Evidence indicates this download installs the ransomware on a business network; inert case 48.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-049,ransomware_and_destructive_deployment,This attachment currently deploys the ransomware that encrypts files for ransom on selected workstations; inert case 49.,Malicious Programs,Normal/Ignore,Allow,False
RANSOMWARE_AND_DESTRUCTIVE_DEPLOYMENT-050,ransomware_and_destructive_deployment,This upload launches the destructive wiper that wipes device data on unwitting user devices; inert case 50.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-001,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 1.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-002,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 2.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-003,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 3.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-004,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 4.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-005,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 5.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-006,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 6.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-007,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 7.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-008,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 8.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-009,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 9.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-010,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 10.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-011,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 11.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-012,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 12.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-013,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 13.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-014,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 14.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-015,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 15.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-016,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 16.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-017,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 17.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-018,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 18.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-019,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 19.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-020,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 20.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-021,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 21.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-022,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 22.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-023,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 23.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-024,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 24.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-025,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 25.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-026,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 26.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-027,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 27.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-028,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 28.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-029,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 29.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-030,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 30.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-031,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 31.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-032,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 32.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-033,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 33.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-034,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 34.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-035,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 35.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-036,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 36.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-037,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 37.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-038,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 38.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-039,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 39.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-040,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 40.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-041,credential_theft_and_spyware,This download sends the binary containing a credential-stealing program to selected workstations; inert case 41.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-042,credential_theft_and_spyware,This upload distributes the keylogger that captures passwords from unwitting user devices; inert case 42.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-043,credential_theft_and_spyware,This account provides access to the information stealer that steals login credentials from a victim account; inert case 43.,Malicious Programs,Normal/Ignore,Allow,False
CREDENTIAL_THEFT_AND_SPYWARE-044,credential_theft_and_spyware,The incident contains spyware and this attachment runs the payload against a business network; inert case 44.,Malicious Programs,Normal/Ignore,Allow,False
