case_id,group,expected,text
TERROR-RC4-DEV-043,institutional_safe_reporting,Normal/Ignore,A civil society analysis opposes propaganda from a proscribed terrorist network.
TERROR-RC4-DEV-044,institutional_safe_reporting,Normal/Ignore,A college study warns people not to join a listed extremist movement.
TERROR-RC4-DEV-045,institutional_safe_reporting,Normal/Ignore,A human rights report denounces logistical support for terrorist cells.
TERROR-RC4-DEV-046,institutional_safe_reporting,Normal/Ignore,A university report condemns fundraising by a designated terrorist organization.
TERROR-RC4-DEV-047,institutional_safe_reporting,Normal/Ignore,A policy paper critically examines recruitment by a banned extremist group.
TERROR-RC4-DEV-048,institutional_safe_reporting,Normal/Ignore,A civil society analysis opposes propaganda from a proscribed terrorist network.
TERROR-RC4-DEV-049,institutional_safe_reporting,Normal/Ignore,A college study warns people not to join a listed extremist movement.
TERROR-RC4-DEV-050,institutional_safe_reporting,Normal/Ignore,A human rights report denounces logistical support for terrorist cells.
TERROR-RC4-DEV-051,institutional_safe_reporting,Normal/Ignore,A university report condemns fundraising by a designated terrorist organization.
TERROR-RC4-DEV-052,institutional_safe_reporting,Normal/Ignore,A policy paper critically examines recruitment by a banned extremist group.
TERROR-RC4-DEV-053,institutional_safe_reporting,Normal/Ignore,A civil society analysis opposes propaganda from a proscribed terrorist network.
TERROR-RC4-DEV-054,institutional_safe_reporting,Normal/Ignore,A college study warns people not to join a listed extremist movement.
TERROR-RC4-DEV-055,institutional_safe_reporting,Normal/Ignore,A human rights report denounces logistical support for terrorist cells.
TERROR-RC4-DEV-056,institutional_safe_reporting,Normal/Ignore,A university report condemns fundraising by a designated terrorist organization.
TERROR-RC4-DEV-057,institutional_safe_reporting,Normal/Ignore,A policy paper critically examines recruitment by a banned extremist group.
TERROR-RC4-DEV-058,institutional_safe_reporting,Normal/Ignore,A civil society analysis opposes propaganda from a proscribed terrorist network.
TERROR-RC4-DEV-059,institutional_safe_reporting,Normal/Ignore,A college study warns people not to join a listed extremist movement.
TERROR-RC4-DEV-060,institutional_safe_reporting,Normal/Ignore,A human rights report denounces logistical support for terrorist cells.
TERROR-RC4-DEV-061,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-062,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-063,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-064,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-065,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-066,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-067,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-068,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-069,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-070,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-071,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-072,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-073,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-074,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-075,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-076,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-077,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-078,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-079,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-080,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-081,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-082,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-083,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-084,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-085,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-086,unverified_status_and_noun_behavior,Uncertain,The organization's legal status is uncertain while it requests contributions.
TERROR-RC4-DEV-087,unverified_status_and_noun_behavior,Uncertain,A suspected extremist group encourages membership registration.
TERROR-RC4-DEV-088,unverified_status_and_noun_behavior,Uncertain,The network's classification is unconfirmed and it forwards recruitment content.
TERROR-RC4-DEV-089,unverified_status_and_noun_behavior,Uncertain,"No official source verifies the faction's designation, yet it provides transport."
TERROR-RC4-DEV-090,unverified_status_and_noun_behavior,Uncertain,A purported terrorist movement circulates recruitment messages.
TERROR-RC4-DEV-091,community_candidate_noun_behavior,Uncertain,A message requests contributions for Abu Sayyaf.
TERROR-RC4-DEV-092,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Jemaah Islamiyah.
TERROR-RC4-DEV-093,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Lashkar-e-Taiba.
TERROR-RC4-DEV-094,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Jaish-e-Mohammed.
TERROR-RC4-DEV-095,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Indian Mujahideen.
TERROR-RC4-DEV-096,community_candidate_noun_behavior,Uncertain,A message requests contributions for Al-Shabaab.
TERROR-RC4-DEV-097,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Ansar Dine.
TERROR-RC4-DEV-098,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Aum Shinrikyo.
TERROR-RC4-DEV-099,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Red Army Faction.
TERROR-RC4-DEV-100,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Shining Path.
TERROR-RC4-DEV-101,community_candidate_noun_behavior,Uncertain,A message requests contributions for Abu Sayyaf.
TERROR-RC4-DEV-102,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Jemaah Islamiyah.
TERROR-RC4-DEV-103,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Lashkar-e-Taiba.
TERROR-RC4-DEV-104,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Jaish-e-Mohammed.
TERROR-RC4-DEV-105,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Indian Mujahideen.
TERROR-RC4-DEV-106,community_candidate_noun_behavior,Uncertain,A message requests contributions for Al-Shabaab.
TERROR-RC4-DEV-107,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Ansar Dine.
TERROR-RC4-DEV-108,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Aum Shinrikyo.
TERROR-RC4-DEV-109,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Red Army Faction.
TERROR-RC4-DEV-110,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Shining Path.
TERROR-RC4-DEV-111,community_candidate_noun_behavior,Uncertain,A message requests contributions for Abu Sayyaf.
TERROR-RC4-DEV-112,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Jemaah Islamiyah.
TERROR-RC4-DEV-113,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Lashkar-e-Taiba.
TERROR-RC4-DEV-114,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Jaish-e-Mohammed.
TERROR-RC4-DEV-115,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Indian Mujahideen.
TERROR-RC4-DEV-116,community_candidate_noun_behavior,Uncertain,A message requests contributions for Al-Shabaab.
TERROR-RC4-DEV-117,community_candidate_noun_behavior,Uncertain,The account encourages membership registration with Ansar Dine.
TERROR-RC4-DEV-118,community_candidate_noun_behavior,Uncertain,A channel forwards recruitment content for Aum Shinrikyo.
TERROR-RC4-DEV-119,community_candidate_noun_behavior,Uncertain,The organizer provides logistical assistance to Red Army Faction.
TERROR-RC4-DEV-120,community_candidate_noun_behavior,Uncertain,A post circulates recruitment messages promoting Shining Path.
TERROR-RC4-DEV-121,community_candidate_institutional_safe,Normal/Ignore,A university paper about Abu Sayyaf condemns recruitment.
TERROR-RC4-DEV-122,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Jemaah Islamiyah without supporting it.
TERROR-RC4-DEV-123,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Lashkar-e-Taiba.
TERROR-RC4-DEV-124,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Jaish-e-Mohammed.
TERROR-RC4-DEV-125,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Indian Mujahideen.
TERROR-RC4-DEV-126,community_candidate_institutional_safe,Normal/Ignore,A university paper about Al-Shabaab condemns recruitment.
TERROR-RC4-DEV-127,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Ansar Dine without supporting it.
TERROR-RC4-DEV-128,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Aum Shinrikyo.
TERROR-RC4-DEV-129,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Red Army Faction.
TERROR-RC4-DEV-130,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Shining Path.
TERROR-RC4-DEV-131,community_candidate_institutional_safe,Normal/Ignore,A university paper about Abu Sayyaf condemns recruitment.
TERROR-RC4-DEV-132,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Jemaah Islamiyah without supporting it.
TERROR-RC4-DEV-133,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Lashkar-e-Taiba.
TERROR-RC4-DEV-134,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Jaish-e-Mohammed.
TERROR-RC4-DEV-135,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Indian Mujahideen.
TERROR-RC4-DEV-136,community_candidate_institutional_safe,Normal/Ignore,A university paper about Al-Shabaab condemns recruitment.
TERROR-RC4-DEV-137,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Ansar Dine without supporting it.
TERROR-RC4-DEV-138,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Aum Shinrikyo.
TERROR-RC4-DEV-139,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Red Army Faction.
TERROR-RC4-DEV-140,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Shining Path.
TERROR-RC4-DEV-141,community_candidate_institutional_safe,Normal/Ignore,A university paper about Abu Sayyaf condemns recruitment.
TERROR-RC4-DEV-142,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Jemaah Islamiyah without supporting it.
TERROR-RC4-DEV-143,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Lashkar-e-Taiba.
TERROR-RC4-DEV-144,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Jaish-e-Mohammed.
TERROR-RC4-DEV-145,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Indian Mujahideen.
TERROR-RC4-DEV-146,community_candidate_institutional_safe,Normal/Ignore,A university paper about Al-Shabaab condemns recruitment.
TERROR-RC4-DEV-147,community_candidate_institutional_safe,Normal/Ignore,A policy report critically analyzes Ansar Dine without supporting it.
TERROR-RC4-DEV-148,community_candidate_institutional_safe,Normal/Ignore,A civil society study opposes fundraising for Aum Shinrikyo.
TERROR-RC4-DEV-149,community_candidate_institutional_safe,Normal/Ignore,A college project warns students not to forward material from Red Army Faction.
TERROR-RC4-DEV-150,community_candidate_institutional_safe,Normal/Ignore,A human rights analysis denounces actions linked to Shining Path.
TERROR-RC4-DEV-151,ambiguous_name_no_override,NO_OVERRIDE,The phrase The Base is the title of a painting.
TERROR-RC4-DEV-152,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Black Star.
TERROR-RC4-DEV-153,ambiguous_name_no_override,NO_OVERRIDE,The phrase Secret Group is the title of a painting.
TERROR-RC4-DEV-154,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Revolt.
TERROR-RC4-DEV-155,ambiguous_name_no_override,NO_OVERRIDE,The phrase Kingdom of Israel is the title of a painting.
TERROR-RC4-DEV-156,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Crusaders.
TERROR-RC4-DEV-157,ambiguous_name_no_override,NO_OVERRIDE,The phrase National Vanguard is the title of a painting.
TERROR-RC4-DEV-158,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Caliphate State.
TERROR-RC4-DEV-159,ambiguous_name_no_override,NO_OVERRIDE,The phrase Army of God is the title of a painting.
TERROR-RC4-DEV-160,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Black Eagles.
TERROR-RC4-DEV-161,ambiguous_name_no_override,NO_OVERRIDE,The phrase The Base is the title of a painting.
TERROR-RC4-DEV-162,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Black Star.
TERROR-RC4-DEV-163,ambiguous_name_no_override,NO_OVERRIDE,The phrase Secret Group is the title of a painting.
TERROR-RC4-DEV-164,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Revolt.
TERROR-RC4-DEV-165,ambiguous_name_no_override,NO_OVERRIDE,The phrase Kingdom of Israel is the title of a painting.
TERROR-RC4-DEV-166,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Crusaders.
TERROR-RC4-DEV-167,ambiguous_name_no_override,NO_OVERRIDE,The phrase National Vanguard is the title of a painting.
TERROR-RC4-DEV-168,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Caliphate State.
TERROR-RC4-DEV-169,ambiguous_name_no_override,NO_OVERRIDE,The phrase Army of God is the title of a painting.
TERROR-RC4-DEV-170,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Black Eagles.
TERROR-RC4-DEV-171,ambiguous_name_no_override,NO_OVERRIDE,The phrase The Base is the title of a painting.
TERROR-RC4-DEV-172,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Black Star.
TERROR-RC4-DEV-173,ambiguous_name_no_override,NO_OVERRIDE,The phrase Secret Group is the title of a painting.
TERROR-RC4-DEV-174,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Revolt.
TERROR-RC4-DEV-175,ambiguous_name_no_override,NO_OVERRIDE,The phrase Kingdom of Israel is the title of a painting.
TERROR-RC4-DEV-176,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Crusaders.
TERROR-RC4-DEV-177,ambiguous_name_no_override,NO_OVERRIDE,The phrase National Vanguard is the title of a painting.
TERROR-RC4-DEV-178,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words Caliphate State.
TERROR-RC4-DEV-179,ambiguous_name_no_override,NO_OVERRIDE,The phrase Army of God is the title of a painting.
TERROR-RC4-DEV-180,ambiguous_name_no_override,NO_OVERRIDE,A fictional poem contains the words The Black Eagles.
TERROR-RC4-DEV-181,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-182,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-183,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-184,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-185,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-186,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-187,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-188,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-189,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-190,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-191,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-192,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-193,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-194,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-195,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-196,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-197,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-198,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-199,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-200,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-201,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-202,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-203,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-204,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-205,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-206,legitimate_noun_form_context,NO_OVERRIDE,A hospital requests contributions for free medical treatment.
TERROR-RC4-DEV-207,legitimate_noun_form_context,NO_OVERRIDE,Microsoft encourages registration for a cloud-computing workshop.
TERROR-RC4-DEV-208,legitimate_noun_form_context,NO_OVERRIDE,A university forwards recruitment content for graduate internships.
TERROR-RC4-DEV-209,legitimate_noun_form_context,NO_OVERRIDE,A charity provides logistical assistance for disaster recovery.
TERROR-RC4-DEV-210,legitimate_noun_form_context,NO_OVERRIDE,A company opens membership registration for its customer program.
TERROR-RC4-DEV-211,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-212,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-213,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-214,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-215,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
TERROR-RC4-DEV-216,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-217,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-218,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-219,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-220,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
TERROR-RC4-DEV-221,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-222,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-223,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-224,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-225,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
TERROR-RC4-DEV-226,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-227,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-228,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-229,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-230,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
TERROR-RC4-DEV-231,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-232,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-233,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-234,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-235,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
TERROR-RC4-DEV-236,unrelated_category_isolation,NO_OVERRIDE,A user publishes another person's private bank-account number.
TERROR-RC4-DEV-237,unrelated_category_isolation,NO_OVERRIDE,A fraudulent seller requests money for a nonexistent product.
TERROR-RC4-DEV-238,unrelated_category_isolation,NO_OVERRIDE,Someone repeatedly insults and frightens a named employee.
TERROR-RC4-DEV-239,unrelated_category_isolation,NO_OVERRIDE,A file attempts to install credential-stealing malware.
TERROR-RC4-DEV-240,unrelated_category_isolation,NO_OVERRIDE,The text states an ordinary appointment time for tomorrow.
