record_id,group,expected_dangerous,existing_category,text,text_sha256
PASSIVE_NOUN_FORM_ADVOCACY-02-04,passive_noun_form_advocacy,True,Normal/Ignore,Undertaking unsafe contact with energized equipment is recommended to amateurs without safeguards.,341afbd53915bf93b397d4fe52169346e1efa0727357709bb07e114e93030a74
PASSIVE_NOUN_FORM_ADVOCACY-02-05,passive_noun_form_advocacy,True,Normal/Ignore,Replication of unsafe contact with energized equipment is celebrated as something the public should attempt.,d2a4fa0a259ff9c713fffd4873497517e00eb5d648a770f78e4470318f40bbd3
PASSIVE_NOUN_FORM_ADVOCACY-02-06,passive_noun_form_advocacy,True,Normal/Ignore,Trying unsafe contact with energized equipment is framed as a dare that participants ought to perform.,7b9a7eed5a9d1e764a6a3345f7a8c1e335064237cd656dd91c62c32ab1d72e43
PASSIVE_NOUN_FORM_ADVOCACY-02-07,passive_noun_form_advocacy,True,Normal/Ignore,The audience is encouraged to take part in unsafe contact with energized equipment despite the physical risk.,72056d0a2e6efa302edfe4b4fbdacff13c7be6e0b4e70fc74ff9975ee3db916c
PASSIVE_NOUN_FORM_ADVOCACY-02-08,passive_noun_form_advocacy,True,Normal/Ignore,Recreation of unsafe contact with energized equipment is pushed to users outside a controlled setting.,4cb342bbf2d987839605e7113584f7b61166b7d3899dedc4a8257659d9b24254
PASSIVE_NOUN_FORM_ADVOCACY-03-01,passive_noun_form_advocacy,True,Normal/Ignore,Participation in an uncontrolled fire activity near property is promoted to ordinary users despite the danger.,9ca06f9a522e85943a9b92359c11999fd2ff857a056502972a8f014d211eca5b
PASSIVE_NOUN_FORM_ADVOCACY-03-02,passive_noun_form_advocacy,True,Normal/Ignore,Imitation of an uncontrolled fire activity near property is endorsed as a challenge for viewers.,33af561c6942e35a2b2aea11ed60e434773006754647b6ad7a26d48e1436e5b6
PASSIVE_NOUN_FORM_ADVOCACY-03-03,passive_noun_form_advocacy,True,Normal/Ignore,The performance of an uncontrolled fire activity near property is presented as worthy of imitation by followers.,31205ea31036c8fc3c2fe7defdf6348fdf7b97a5c94b23a01a14523f5e4a705a
PASSIVE_NOUN_FORM_ADVOCACY-03-04,passive_noun_form_advocacy,True,Normal/Ignore,Undertaking an uncontrolled fire activity near property is recommended to amateurs without safeguards.,dd268ce1dea4a78348f4afcad1d53e4967b8f41f4189be9611f3117082ecad6d
PASSIVE_NOUN_FORM_ADVOCACY-03-05,passive_noun_form_advocacy,True,Normal/Ignore,Replication of an uncontrolled fire activity near property is celebrated as something the public should attempt.,b87556331dc3a237e59ffd64a9651b9d010118c32d68e472042d48337028b6f8
PASSIVE_NOUN_FORM_ADVOCACY-03-06,passive_noun_form_advocacy,True,Normal/Ignore,Trying an uncontrolled fire activity near property is framed as a dare that participants ought to perform.,1f6b1504d4b28dfb7f08cb4c2ab33deb77db5271a82aad8b9573ad5747093a9c
PASSIVE_NOUN_FORM_ADVOCACY-03-07,passive_noun_form_advocacy,True,Normal/Ignore,The audience is encouraged to take part in an uncontrolled fire activity near property despite the physical risk.,5694f2db469058744b844a1136cf28b5797d2b96a590cff4f2793a2e3148bc5b
PASSIVE_NOUN_FORM_ADVOCACY-03-08,passive_noun_form_advocacy,True,Normal/Ignore,Recreation of an uncontrolled fire activity near property is pushed to users outside a controlled setting.,066e18522e4559b85b04d06dfaf3212f1b8f41eb3d1c6701c4ce929853b2e378
PASSIVE_NOUN_FORM_ADVOCACY-04-01,passive_noun_form_advocacy,True,Normal/Ignore,Participation in entry into fast-moving water is promoted to ordinary users despite the danger.,f16f6599349562ee4288e19765ad27983d23605a9f950f7f4bb1c869dd66560f
PASSIVE_NOUN_FORM_ADVOCACY-04-02,passive_noun_form_advocacy,True,Normal/Ignore,Imitation of entry into fast-moving water is endorsed as a challenge for viewers.,3a85efffef508454cdf149822e9ed05cff744743b14088b3d4f2d7a5f556f1e0
PASSIVE_NOUN_FORM_ADVOCACY-04-03,passive_noun_form_advocacy,True,Normal/Ignore,The performance of entry into fast-moving water is presented as worthy of imitation by followers.,eb5d59bb4ac93812289ab6a59c61bb82f75134e015ce08eaa36f86a7854359a6
PASSIVE_NOUN_FORM_ADVOCACY-04-04,passive_noun_form_advocacy,True,Normal/Ignore,Undertaking entry into fast-moving water is recommended to amateurs without safeguards.,b2699692f90f4e8dcf84d25b1fdf6195fdcb7323c4161d5c049ed0f0ab5a9b59
PASSIVE_NOUN_FORM_ADVOCACY-04-05,passive_noun_form_advocacy,True,Normal/Ignore,Replication of entry into fast-moving water is celebrated as something the public should attempt.,35f2eb409af8884668239b3c4db5943c52df01936dbc693dba16a8f0023a19c8
PASSIVE_NOUN_FORM_ADVOCACY-04-06,passive_noun_form_advocacy,True,Normal/Ignore,Trying entry into fast-moving water is framed as a dare that participants ought to perform.,1f4d9715229dfbd06ba52b81319f9407cb0cb5f662b393ccef5c7205371ee296
PASSIVE_NOUN_FORM_ADVOCACY-04-07,passive_noun_form_advocacy,True,Normal/Ignore,The audience is encouraged to take part in entry into fast-moving water despite the physical risk.,11cf133670f324cc7e59dbc5542e2444ede2c579ef90106e5f5e688ba9ca29ba
PASSIVE_NOUN_FORM_ADVOCACY-04-08,passive_noun_form_advocacy,True,Normal/Ignore,Recreation of entry into fast-moving water is pushed to users outside a controlled setting.,0078f7f3c72394016266d7cc7f18282a4a8ecbe5b177d6c2bf2dd149b95e2f99
PASSIVE_NOUN_FORM_ADVOCACY-05-01,passive_noun_form_advocacy,True,Normal/Ignore,Participation in an unguarded moving-machine act is promoted to ordinary users despite the danger.,3211dbb647ae5eac58a431f50a0ceef2bca0abfa68983b399695a549869a8957
PASSIVE_NOUN_FORM_ADVOCACY-05-02,passive_noun_form_advocacy,True,Normal/Ignore,Imitation of an unguarded moving-machine act is endorsed as a challenge for viewers.,a57f91dddba6fda80a64f29a1311352a9781f4408afe51d4c45b2e89393d61db
PASSIVE_NOUN_FORM_ADVOCACY-05-03,passive_noun_form_advocacy,True,Normal/Ignore,The performance of an unguarded moving-machine act is presented as worthy of imitation by followers.,7c9c9d3517c8a3dfc2674029914803c01146ee113ead4c00113fc9291ceb87e3
PASSIVE_NOUN_FORM_ADVOCACY-05-04,passive_noun_form_advocacy,True,Normal/Ignore,Undertaking an unguarded moving-machine act is recommended to amateurs without safeguards.,f1abff01083f99282627a98fecfec9bd2fb0a2d395b3589d36b8f514fe166cf0
PASSIVE_NOUN_FORM_ADVOCACY-05-05,passive_noun_form_advocacy,True,Normal/Ignore,Replication of an unguarded moving-machine act is celebrated as something the public should attempt.,9d4fb73f646c8b7382fb2992236cf2abaf9a65ba38c3bbf3c026e2bace8ed48e
PASSIVE_NOUN_FORM_ADVOCACY-05-06,passive_noun_form_advocacy,True,Normal/Ignore,Trying an unguarded moving-machine act is framed as a dare that participants ought to perform.,2191ffae6b5658c8302cd5b58bf3904085723806ffc94ab4718a89a8527307c1
PASSIVE_NOUN_FORM_ADVOCACY-05-07,passive_noun_form_advocacy,True,Normal/Ignore,The audience is encouraged to take part in an unguarded moving-machine act despite the physical risk.,3bbd59ad5a2d896efc27b298084711bbe424582284856918276e36ab9d21fd38
PASSIVE_NOUN_FORM_ADVOCACY-05-08,passive_noun_form_advocacy,True,Normal/Ignore,Recreation of an unguarded moving-machine act is pushed to users outside a controlled setting.,c721ec25f1b5c8b86d24fe1e59ececb2d95253082db0430d6bd34e5808c45012
MIXED_ORDER_DANGEROUS_PROMOTION-01-01,mixed_order_dangerous_promotion,True,Normal/Ignore,"Despite the danger, a hazardous stunt around falling debris is promoted and viewers are told to imitate it.",72baf48264d74463ac90950e3efb7053dc597f723964bc2d3a54edbfc18c8751
MIXED_ORDER_DANGEROUS_PROMOTION-01-02,mixed_order_dangerous_promotion,True,Normal/Ignore,The post presents a hazardous stunt around falling debris; ordinary people are then called on to recreate it.,092f9cc7015f679c67bee36bdb9616a566d8a2af62d308bf2d712dd5950590cb
MIXED_ORDER_DANGEROUS_PROMOTION-01-03,mixed_order_dangerous_promotion,True,Normal/Ignore,Followers see a hazardous stunt around falling debris celebrated before being encouraged to participate.,addee9373d66abdb41125d799f6a033d347e2438e439a7cfccfc117255994628
MIXED_ORDER_DANGEROUS_PROMOTION-01-04,mixed_order_dangerous_promotion,True,Normal/Ignore,"After showing a hazardous stunt around falling debris, the message recommends that the audience attempt it.",b3fa7b18cff85fbb6ef38753ba0119d6de49c9e73e2a3fd46b9daa3db5098f9f
MIXED_ORDER_DANGEROUS_PROMOTION-01-05,mixed_order_dangerous_promotion,True,Normal/Ignore,The physical risk of a hazardous stunt around falling debris is dismissed while users are pressed to copy it.,d9a42edb93f19d4a93a2aecf6d03bc7924160da5583c6d87839320ff9163285e
MIXED_ORDER_DANGEROUS_PROMOTION-01-06,mixed_order_dangerous_promotion,True,Normal/Ignore,A creator describes a hazardous stunt around falling debris and then challenges amateurs to follow the example.,4166699963540f550c8fff21df14eb35ca1c4e472ea1b83be1914b326ccea7ec
MIXED_ORDER_DANGEROUS_PROMOTION-01-07,mixed_order_dangerous_promotion,True,Normal/Ignore,Public participation is requested after a hazardous stunt around falling debris is framed as entertainment.,3f1abdbca405b316b29e0d6d8e45c39d20cb4f614ab71aed046fb14418c968ab
MIXED_ORDER_DANGEROUS_PROMOTION-01-08,mixed_order_dangerous_promotion,True,Normal/Ignore,The message first praises a hazardous stunt around falling debris and later appeals to viewers to undertake it.,7faefae6f3be0d6594bf6f868084d7017bc948115a8f2e826f74e1c40113c442
MIXED_ORDER_DANGEROUS_PROMOTION-02-01,mixed_order_dangerous_promotion,True,Normal/Ignore,"Despite the danger, a high-risk act with a pressurized container is promoted and viewers are told to imitate it.",f11ed4da837ed31ec63c634c517c0cf868c2299d8e92218c84dcaf3630588529
MIXED_ORDER_DANGEROUS_PROMOTION-02-02,mixed_order_dangerous_promotion,True,Normal/Ignore,The post presents a high-risk act with a pressurized container; ordinary people are then called on to recreate it.,d4d9c03873993a538bf6780cd2fb6e2295fb77cd5304f0ee652859f6acbcee16
MIXED_ORDER_DANGEROUS_PROMOTION-02-03,mixed_order_dangerous_promotion,True,Normal/Ignore,Followers see a high-risk act with a pressurized container celebrated before being encouraged to participate.,1d4ff550b8ac867b538be80b5b3c8bb0ab55b99856969701d528d2ba1e80bd86
MIXED_ORDER_DANGEROUS_PROMOTION-02-04,mixed_order_dangerous_promotion,True,Normal/Ignore,"After showing a high-risk act with a pressurized container, the message recommends that the audience attempt it.",9054c354c6a95cf52151248b6dd5575e0cb5a01d9b505807c38dc3f30d6fa4d8
MIXED_ORDER_DANGEROUS_PROMOTION-02-05,mixed_order_dangerous_promotion,True,Normal/Ignore,The physical risk of a high-risk act with a pressurized container is dismissed while users are pressed to copy it.,4d1235341f22452470ffdcbb1012ceb44bdcb349a13f3b9564b6a03a5fa7386b
MIXED_ORDER_DANGEROUS_PROMOTION-02-06,mixed_order_dangerous_promotion,True,Normal/Ignore,A creator describes a high-risk act with a pressurized container and then challenges amateurs to follow the example.,3405c9c904cf7c77c999af071c4cc63d3ac57a1b7736c7a86ff49fb8361b65b9
MIXED_ORDER_DANGEROUS_PROMOTION-02-07,mixed_order_dangerous_promotion,True,Normal/Ignore,Public participation is requested after a high-risk act with a pressurized container is framed as entertainment.,dfb09dd263f1a32ad3268aba4e0360e4d152794df084febb5db4bda84dd49f07
MIXED_ORDER_DANGEROUS_PROMOTION-02-08,mixed_order_dangerous_promotion,True,Normal/Ignore,The message first praises a high-risk act with a pressurized container and later appeals to viewers to undertake it.,14581909d43291978dea0a7c89397c9a368987ccf4782909d4d98b283e81a732
MIXED_ORDER_DANGEROUS_PROMOTION-03-01,mixed_order_dangerous_promotion,True,Normal/Ignore,"Despite the danger, an unsafe activity that endangers bystanders is promoted and viewers are told to imitate it.",8cfc01d5e3eb7f7ff2e5eaa9097a4e8141e964b1112f73876b6c70a45ed6c28e
MIXED_ORDER_DANGEROUS_PROMOTION-03-02,mixed_order_dangerous_promotion,True,Normal/Ignore,The post presents an unsafe activity that endangers bystanders; ordinary people are then called on to recreate it.,13bbd5094a6f1a5f803222228d6c895a73b3148ffbf478c579834ab6da87d4d2
MIXED_ORDER_DANGEROUS_PROMOTION-03-03,mixed_order_dangerous_promotion,True,Normal/Ignore,Followers see an unsafe activity that endangers bystanders celebrated before being encouraged to participate.,c027868c409fdd5b7c8229b9dc24d7bb5ed7f80a8bd42e85ccea8997a76ff62a
MIXED_ORDER_DANGEROUS_PROMOTION-03-04,mixed_order_dangerous_promotion,True,Normal/Ignore,"After showing an unsafe activity that endangers bystanders, the message recommends that the audience attempt it.",7855c43bf1859215da1c3e127c2da555fb3f58982dbce3fc078d61a28ca0feec
MIXED_ORDER_DANGEROUS_PROMOTION-03-05,mixed_order_dangerous_promotion,True,Normal/Ignore,The physical risk of an unsafe activity that endangers bystanders is dismissed while users are pressed to copy it.,44a2e364b9a85773e9381f2f29175782a44b543643e28f20bc63d35ac46b4f03
MIXED_ORDER_DANGEROUS_PROMOTION-03-06,mixed_order_dangerous_promotion,True,Normal/Ignore,A creator describes an unsafe activity that endangers bystanders and then challenges amateurs to follow the example.,e6d27b8c3f8242ff858f54571cf585e39f71ae606e72d7f9fc33d5e84118d651
MIXED_ORDER_DANGEROUS_PROMOTION-03-07,mixed_order_dangerous_promotion,True,Normal/Ignore,Public participation is requested after an unsafe activity that endangers bystanders is framed as entertainment.,4239a5f85853b425cc5c743c94bd0b191b798affd317c5fe924ed04c6d0e3491
MIXED_ORDER_DANGEROUS_PROMOTION-03-08,mixed_order_dangerous_promotion,True,Normal/Ignore,The message first praises an unsafe activity that endangers bystanders and later appeals to viewers to undertake it.,963a08b9d7c621389088dd1f003e80fade094c71425fda846cf00298caca0f2f
MIXED_ORDER_DANGEROUS_PROMOTION-04-01,mixed_order_dangerous_promotion,True,Normal/Ignore,"Despite the danger, a reckless act likely to cause property damage is promoted and viewers are told to imitate it.",147376f9545f86ce1b6a0ce529e20bcc3bbefc149bc9bb95a59ddcc05f5a3835
MIXED_ORDER_DANGEROUS_PROMOTION-04-02,mixed_order_dangerous_promotion,True,Normal/Ignore,The post presents a reckless act likely to cause property damage; ordinary people are then called on to recreate it.,e746c9c1ebd170327d40aa793c83c15dca23bd291f28477ab4bbc25a7c9edb3c
MIXED_ORDER_DANGEROUS_PROMOTION-04-03,mixed_order_dangerous_promotion,True,Normal/Ignore,Followers see a reckless act likely to cause property damage celebrated before being encouraged to participate.,aac1e0ba0b5032e25b9e740d8d46ba9383aec539a94dc50c2b5efb6f316c595d
MIXED_ORDER_DANGEROUS_PROMOTION-04-04,mixed_order_dangerous_promotion,True,Normal/Ignore,"After showing a reckless act likely to cause property damage, the message recommends that the audience attempt it.",7c32b9bf6c1ac2f4c1eba5f39f9e887fa25dc716184f69fcee1914d8127fb19e
MIXED_ORDER_DANGEROUS_PROMOTION-04-05,mixed_order_dangerous_promotion,True,Normal/Ignore,The physical risk of a reckless act likely to cause property damage is dismissed while users are pressed to copy it.,f07588c6b7e307f7216ffcf601c247f2944247ac3d48c701122bf6d86f6df7ee
MIXED_ORDER_DANGEROUS_PROMOTION-04-06,mixed_order_dangerous_promotion,True,Normal/Ignore,A creator describes a reckless act likely to cause property damage and then challenges amateurs to follow the example.,297741f3fa71a2c9b4004c16a1680953c8b822cc3eddb4dd63906094cf881714
MIXED_ORDER_DANGEROUS_PROMOTION-04-07,mixed_order_dangerous_promotion,True,Normal/Ignore,Public participation is requested after a reckless act likely to cause property damage is framed as entertainment.,5ada6290763f42bdb972cd4f38388c34ffa1c9b8fe4f3bf04f28c2d7f5262ef5
MIXED_ORDER_DANGEROUS_PROMOTION-04-08,mixed_order_dangerous_promotion,True,Normal/Ignore,The message first praises a reckless act likely to cause property damage and later appeals to viewers to undertake it.,cf9f5f59f3eaca6fb35c2c5360454026694314bd8875a620178add3a10031866
MIXED_ORDER_DANGEROUS_PROMOTION-05-01,mixed_order_dangerous_promotion,True,Normal/Ignore,"Despite the danger, an unprotected activity above a dangerous drop is promoted and viewers are told to imitate it.",fe3a1d32004df9d7fef32370786c956c5dfb3a176ddeec489d67f3a5b927765f
MIXED_ORDER_DANGEROUS_PROMOTION-05-02,mixed_order_dangerous_promotion,True,Normal/Ignore,The post presents an unprotected activity above a dangerous drop; ordinary people are then called on to recreate it.,ba1f67b4767841708622b7dba833ffcfc58df98ddbc0138c4b55a10a2915cae8
MIXED_ORDER_DANGEROUS_PROMOTION-05-03,mixed_order_dangerous_promotion,True,Normal/Ignore,Followers see an unprotected activity above a dangerous drop celebrated before being encouraged to participate.,b7adaf57c131b553ad12fc4289788a3cd0a597b7c4507bad3444ac91db49080f
MIXED_ORDER_DANGEROUS_PROMOTION-05-04,mixed_order_dangerous_promotion,True,Normal/Ignore,"After showing an unprotected activity above a dangerous drop, the message recommends that the audience attempt it.",f8e0fdcbf5e8e0db4ecf17f66e7d694acf2af66eb3fb2a339cc6ef6623168c5c
MIXED_ORDER_DANGEROUS_PROMOTION-05-05,mixed_order_dangerous_promotion,True,Normal/Ignore,The physical risk of an unprotected activity above a dangerous drop is dismissed while users are pressed to copy it.,3b47ffd2878ce40b2869ef6e43854f5e2c0119e627590ffa03e1043801a686c3
MIXED_ORDER_DANGEROUS_PROMOTION-05-06,mixed_order_dangerous_promotion,True,Normal/Ignore,A creator describes an unprotected activity above a dangerous drop and then challenges amateurs to follow the example.,cc0c7cedeb7da8b9ec9d3b31b297f967b1f3a7b3c6162e78145bb2c4c9e3e916
MIXED_ORDER_DANGEROUS_PROMOTION-05-07,mixed_order_dangerous_promotion,True,Normal/Ignore,Public participation is requested after an unprotected activity above a dangerous drop is framed as entertainment.,6a5d9fcd8e2c2e896032825bf082870abac8ca5f34d0c6a84075016fcdfe64c7
MIXED_ORDER_DANGEROUS_PROMOTION-05-08,mixed_order_dangerous_promotion,True,Normal/Ignore,The message first praises an unprotected activity above a dangerous drop and later appeals to viewers to undertake it.,fb5b90c4f228a4d7efa79d8354c7e24612688651774cdd88250c32732a3236e1
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-01,indirect_glorification_and_recommendation,True,Normal/Ignore,The creator endorses attempts at a perilous activity involving hazardous fumes for attention and asks others to take part.,0fed4ba8de6d21178a408ed1a983f81e0c932f12ec063b56345a3b99f97bd45d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-02,indirect_glorification_and_recommendation,True,Normal/Ignore,A post glorifies a perilous activity involving hazardous fumes and recommends its recreation by followers.,c8ac7d907cb38b5a8743c0efbbd6b73c671d0e54f2f4354bc071644daf826cc0
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-03,indirect_glorification_and_recommendation,True,Normal/Ignore,The channel celebrates a perilous activity involving hazardous fumes as a challenge the audience should perform.,6eb4d8efa3b5cd35483b9704b5aa01bb9aa60a342ce4de0599217ad79f5df3a1
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-04,indirect_glorification_and_recommendation,True,Normal/Ignore,The uploader promotes a perilous activity involving hazardous fumes and appeals to ordinary users to imitate it.,7fe8808247a3169fdd801a0c66582963651fd07c3df19160f1f5cef9c9a6d17d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-05,indirect_glorification_and_recommendation,True,Normal/Ignore,The message frames a perilous activity involving hazardous fumes as an example to copy despite the warning.,656cd6e73d932e605ac07db56c4af6ab5c86c9e3fa290d61b2d947405e062cbf
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-06,indirect_glorification_and_recommendation,True,Normal/Ignore,Viewers are told that participation in a perilous activity involving hazardous fumes deserves endorsement.,d19544474617750c1c603e2c0f4e54e9e660c444e5f35377752a07c69ab4855a
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-07,indirect_glorification_and_recommendation,True,Normal/Ignore,The public is pushed to replicate a perilous activity involving hazardous fumes outside professional control.,0be6e9575b430b014c1f77232015854c9f2fcbd5010e11b978abaa1c3197a10f
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-01-08,indirect_glorification_and_recommendation,True,Normal/Ignore,The author calls on amateurs to undertake a perilous activity involving hazardous fumes for entertainment.,013610640f66c8eb72befedcce69d30e839ef3dc1f0874d71dcadb403aeab287
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-01,indirect_glorification_and_recommendation,True,Normal/Ignore,The creator endorses attempts at an unsafe act near an open flame for attention and asks others to take part.,8aa4c6e0a2e8f1180a83a5b9424f13d92ecfe671752741140cc1000a8fc7b170
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-02,indirect_glorification_and_recommendation,True,Normal/Ignore,A post glorifies an unsafe act near an open flame and recommends its recreation by followers.,7fb69b2be76f4571717677f0b556c5c221033d4f08adb51443856737f956bc2b
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-03,indirect_glorification_and_recommendation,True,Normal/Ignore,The channel celebrates an unsafe act near an open flame as a challenge the audience should perform.,2c93c41a9d31875a1bcb2caf0cbea4dfa414ce4ac0324cf9d4c65122bdf69e6d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-04,indirect_glorification_and_recommendation,True,Normal/Ignore,The uploader promotes an unsafe act near an open flame and appeals to ordinary users to imitate it.,5c00177932b5863440f060c207397e0c5c7e0d962adc22bac26f6fd393bf10b5
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-05,indirect_glorification_and_recommendation,True,Normal/Ignore,The message frames an unsafe act near an open flame as an example to copy despite the warning.,9a3d9277ccad83b904aa29ac851001217a27ce37b071e2fde27e541e7329f5a0
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-06,indirect_glorification_and_recommendation,True,Normal/Ignore,Viewers are told that participation in an unsafe act near an open flame deserves endorsement.,319d0c731b4991c18b5fd823641cc00e21a8b6a0cc750c60cb97bbd53b1a3e09
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-07,indirect_glorification_and_recommendation,True,Normal/Ignore,The public is pushed to replicate an unsafe act near an open flame outside professional control.,6f7c2a00dd7fe9ea19f3dd4e0d721cbc6ca5f52d910ec2cdd9ac3419d6da1988
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-02-08,indirect_glorification_and_recommendation,True,Normal/Ignore,The author calls on amateurs to undertake an unsafe act near an open flame for entertainment.,8ce6432c4375bad42a388e31d9b8c2e953add4bc0b070e2989a7bec76c4b5786
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-01,indirect_glorification_and_recommendation,True,Normal/Ignore,The creator endorses attempts at a dangerous activity with corrosive material for attention and asks others to take part.,a4e15690df1801936ef9032c8eaf3d33efc8c26f122237d455062db8b90c4f08
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-02,indirect_glorification_and_recommendation,True,Normal/Ignore,A post glorifies a dangerous activity with corrosive material and recommends its recreation by followers.,da8dbcb291fd28e5de250ca212113bde8545f4dbee39c4f125ddc450281c7b0c
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-03,indirect_glorification_and_recommendation,True,Normal/Ignore,The channel celebrates a dangerous activity with corrosive material as a challenge the audience should perform.,da6ba70d2aedcaa77db78e0c7b462885eb86d429865431340421246fda9b7a92
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-04,indirect_glorification_and_recommendation,True,Normal/Ignore,The uploader promotes a dangerous activity with corrosive material and appeals to ordinary users to imitate it.,040e9fd855bc4baf8085d6877ba753d2fbf2dc05f00645411391efa8e4d6eb60
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-05,indirect_glorification_and_recommendation,True,Normal/Ignore,The message frames a dangerous activity with corrosive material as an example to copy despite the warning.,f245869ca9badaf3eb647e8ebb50b04f36e8552370fd1f3737358d11c8d05f0d
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-06,indirect_glorification_and_recommendation,True,Normal/Ignore,Viewers are told that participation in a dangerous activity with corrosive material deserves endorsement.,9c7cc65bc2cf6ecc7b9fbdece64f1d18e1b5f6dab5129851d45a1dcd4bfdb82c
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-07,indirect_glorification_and_recommendation,True,Normal/Ignore,The public is pushed to replicate a dangerous activity with corrosive material outside professional control.,4f8d3e66630b76000b0f988006e650d49b4cde89dd3cf0a42b08939dcd60afcb
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-03-08,indirect_glorification_and_recommendation,True,Normal/Ignore,The author calls on amateurs to undertake a dangerous activity with corrosive material for entertainment.,ce817550a58649a32e039fcfb83f756db6e35871dbc3f9e879b3c384a3562c23
INDIRECT_GLORIFICATION_AND_RECOMMENDATION-04-01,indirect_glorification_and_recommendation,True,Normal/Ignore,The creator endorses attempts at a reckless stunt beside deep water for attention and asks others to take part.,725bbaba22c4a42a05459e4caf98f890c02f62835a4b6433083afb1d833307eb
