record_id,group,text,expected_category,existing_category,existing_action,existing_review
PRIVATE_AUDIO_AND_EAVESDROPPING-006,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 6.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-007,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 7.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-008,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 8.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-009,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 9.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-010,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 10.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-011,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 11.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-012,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 12.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-013,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 13.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-014,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 14.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-015,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 15.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-016,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 16.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-017,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 17.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-018,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 18.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-019,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 19.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-020,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 20.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-021,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 21.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-022,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 22.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-023,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 23.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-024,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 24.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-025,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 25.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-026,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 26.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-027,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 27.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-028,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 28.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-029,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 29.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-030,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 30.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-031,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 31.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-032,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 32.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-033,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 33.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-034,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 34.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-035,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 35.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-036,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 36.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-037,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 37.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-038,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 38.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-039,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 39.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-040,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 40.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-041,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 41.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-042,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 42.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-043,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 43.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-044,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 44.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-045,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 45.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-046,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 46.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-047,private_audio_and_eavesdropping,A credible report says the account eavesdrops behind a closed door without consent from an employee; case 47.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-048,private_audio_and_eavesdropping,This recording wiretaps a private conversation and a guest did not agree; case 48.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-049,private_audio_and_eavesdropping,This user used a covert microphone to record a private conversation without consent from a resident; case 49.,Invasion of Privacy,Normal/Ignore,Allow,False
PRIVATE_AUDIO_AND_EAVESDROPPING-050,private_audio_and_eavesdropping,Evidence indicates a secret audio recording inside a private office without permission from a tenant; case 50.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-001,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 1.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-002,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 2.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-003,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 3.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-004,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 4.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-005,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 5.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-006,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 6.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-007,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 7.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-008,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 8.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-009,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 9.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-010,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 10.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-011,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 11.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-012,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 12.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-013,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 13.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-014,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 14.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-015,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 15.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-016,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 16.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-017,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 17.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-018,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 18.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-019,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 19.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-020,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 20.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-021,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 21.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-022,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 22.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-023,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 23.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-024,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 24.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-025,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 25.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-026,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 26.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-027,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 27.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-028,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 28.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-029,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 29.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-030,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 30.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-031,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 31.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-032,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 32.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-033,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 33.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-034,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 34.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-035,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 35.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-036,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 36.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-037,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 37.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-038,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 38.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-039,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 39.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-040,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 40.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-041,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 41.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-042,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 42.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-043,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 43.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-044,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 44.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-045,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 45.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-046,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 46.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-047,stalking_and_location_tracking,A credible report describes persistent physical stalking of an employee against their wishes; case 47.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-048,stalking_and_location_tracking,This account monitors daily movements of a guest without authorization; case 48.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-049,stalking_and_location_tracking,This user tracks live location of a resident without consent; case 49.,Invasion of Privacy,Normal/Ignore,Allow,False
STALKING_AND_LOCATION_TRACKING-050,stalking_and_location_tracking,Evidence indicates a concealed gps tracker follows every movement of a tenant without permission; case 50.,Invasion of Privacy,Normal/Ignore,Allow,False
